emoji_en,label,backtranslated_tweet
365/365 thank you 2021 for love a lot of lessons and praise **** 2021 already upgraded ... thanks for everyone in my life that i have written in this 2021 book ... every story is happy and sad! whatever that is thank you! see you on 2022! my new journey has started!,Positif,365/365 thanks 2021 for love many lessons and praises **** 2021 is already upgraded ... thank you for all the people in my life that I write in this book 2021 ... every happy and sad story!
have toxic relationship with my trust issues :smiling_face_with_tear:,Negatif,I have a relationship with my family.
"same ma, i also want to make you a order with whom",Positif,"Sama ibu, I also want to make orders with who"
"previously there was a plans for a meeting outside the city, it turned out to be canceled. and this afternoon fathan really asked for an unexpected staycation, but in the hospital. hurry up, son. i hope you will be healthy soon, don't have a fever anymore, you can and want to eat with gusto",Negatif,"Before I had a plan for a meeting outside the city, it turned out to be cancelled."
"after a lot of sharing with apipol, we concluded that migrating is the right healing to determine the mind. being an adult and thinking complex turns out to be uncomfortable. but isokei.",Positif,"After much sharing with the APPOL, we concluded that migration is the right way to determine mind."
how do they keep flinding even dumber wh press secretaries? :face_with_rolling_eyes::unamused_face:,Negatif,How do they keep on berteriak even more stupid when press secretaries?
"i am every day ""today i don't have to hold a laptop, rest and still hurt"" while reality",Negatif,"I'm every day ""Today I don't need to hold a laptop, rest and still sick"" temporary reality"
"im gonna find someone, someday, who is might actually treating me well, this is the big world !!",Positif,"I'll find someone, someday, who might really treat me well, this is a big world !!"
"sunsetz, nothing gonna hurt u baby, crush, sweet",Positif,"Sunset, there is nothing that will hurt you, darling, darling"
"need around a month to reached 1000k vax, and the target is 180000k vax. so we need 180 months. die &ht://t.co/c13dwlgfqo",Negatif,"It takes about a month to reach 1000K vak, and the target is 180000k vak. So we need 180 months."
"i was once a child like this, my time was **** in denial, so i was looking for an escape from **** appetite by supporting fanatics like this, so that ""the energy was ventured there"", and it was proven in the book orwell. fanatical movements silence sexuality to absorb their energy/exploitation.",Negatif,"I've been a kid like this, my time is **** in penolakan, so I'm looking for a way out of **** the appetite to eat with support for fanatics like this, so ""energy dijelajahi ke sana"", and it's proven in the book Orwell."
"indeed, need a support system for confidence again :pleading_face:",Positif,"Yes, I need a system of support for trust again:"
hi. perhaps my twitter friends are pleased to help follow :) a week ago focus on trying to open this thrifting business and yes hopefully smoothly for the future.,Netral,Hi. Maybe a Twitter friend of mine would like to help follow you:) a week ago focus on trying to open a business hemat and you may be well for the future.
"yes, this genius face really means that it is even when we want to try like which is hard to beat what is really from the sono already cha eun woo.",Netral,"Yeah, this face of genius really means that it is even when we want to try like yang difficult to defeat what yang really from sono already Cha Eun Woo."
"until everyone's vaccinated, i'm still gonna wear a mask .. even if i already got my 2nd vaccine.",Netral,"Until all the people get vaccinated, I'll still be using the topeng... even if I've got a second vaccine."
i was very overthinking on new year's eve free,Negatif,I'm too thinking about the new year
but seriously the reason i could wake up at 6 on sunday is either gym or work and yes i was on my laptop at 6 am while waiting for the dog food to defrost :smiling_face_with_tear:,Netral,But serious reason I can get up at 6am on Sunday is good gym or work and ya I'm on my laptop at 6am waiting for food for me:
"my heart is like an open highway like frankie said, ""i did it way"" i just want to live while i'm alive it's my life :face_with_tears_of_joy:",Positif,"I hate it like a road is open like Frankie says, ""I'm doing it this way"" I just want to live as long as I live this life of mine:"
"both & amp; are leaders in eco-friendly fields, one in blockchain, & amp; one in racetrack. this collaboration surely will lead to success as more people recognize what is all about & amp; how it is different to other blockchains",Netral,"The two are leaders in the environmentally friendly field, one in blockchain, one in racetrack. This collaboration will definitely lead to success because more people realize what it means & how it is different from other blockchain."
"gogo's mother, if you feel like you're not swipe atm, santuy, ma'am. but at that time the atm position was sm's child. yes, if it's not a mother, ask the mother's child, don't swear people who don't exist. the person is still there, you will be stuck.",Negatif,"If you feel like you don't swipe ATM, Santuy, Bu. but on that moment it's position ATM is child SM. Yes, if it's not mom, tanyakan anak ibu, don't swear orang yang tidak ada. orang itu masih ada, you will get stuck."
original want to be very deep talk and u. talking about everything that is not honest,Netral,I really want to be very much in talking and talk about everything that isn't honest.
my pen my spill is to reva so i know how much bucin he wkwk,Netral,"Penku, pencakarannya for Reva so I know how much moneynya wkwk"
"suddenly my manager calls, explain i want to invite staycation with friends of the office sector (total so 3, again, 1 person can't), in the seminyak regional villa, check in saturday on march 6. ""i need a vacation, can you come along? to be fun"" ""nggih sir"" indeed the best has a boss :two_hearts:",Positif,"Suddenly my manager called me, explaining that I want to spend the holidays with friends from the office sector (total so 3 times, 1 orang tidak bisa), in the villa regional Seminyak, check in on Saturday 6 March."
"besides, just posting a kissing video is strange. even your friends are really your best friend, so it's not public consumption. unsettling and making it uncomfortable.",Negatif,"Besides, just posting a video of kissing is weird. Even your friends are really your best friends, so it's not a public consumption."
even when he's sitting down the height difference isn't that far got imagine standing next to seoham i look like a thumb,Negatif,Even when he sits different heights not so far can imagine standing next to Seoham I look like my big brother
"earlier, i was a blasphemy, then dinda's phone. covid + anxiety makes feelings today. continue to be sent a book with the koran :smiling_face_with_open_hands::sparkles:",Positif,"Before, I was a pensioner, then phone Dinda. Covid + anxiety makes me feel today."
"somehow seller in the blg marketplace still has stock, when we check out the galama on chat if the goods don't exist. when we cancel it can be said to be items, saying it is slipped. i thought deliberately so that we wait for the pol, not instead to another store or cancel. :thinking_face: wdyt?",Negatif,"Somehow penjual in the market blog still have shares, when we check the galama in the chat if the stuff isn't there. when we cancel it could be said stuff, say it's tergelincir."
who is this ?? spill doong hahahaha,Netral,Who is this?
so i found my long lost brother while i'm on a shift in a coffee shop,Netral,So I found my brother who was lost while I was shifting in a warung copy
denial really work,Negatif,Penolakan really works
"these two literally saved you last night. the second (player) saved mu last night. @ manamas, east nusa tenggara, indonesia",Positif,"Dua ini benar-benar menyelamatkan Anda semalam. yang kedua (play) saved me semalam. @ manamas, timur Nusa tenggara, Indonesia"
wait ... is that even a standard?,Negatif,Wait... is this standard?
