emoji_in,label,backtranslated_tweet
"jam selai segini tuh, selai jam overhinking anj",Negatif,"Jam selai segini tuh, selai jam berpikir berlebihan anj"
"mewujudkan mei ini dengan kehidupan yang penuh dengan hahahihi, kerjaan lancar, banyak waktu selo buat healing, tapi isi dompet tetep kejaga amin! :thumbs_up:",Positif,"Aku bisa membuat hidup ini hidup penuh hahahihi, bekerja banyak, waktu untuk sembuh, tapi itu masih secangkir tehku."
"teman saya memberikan tantangan lain, sama seperti ketika saya menjawab manuela saat itu. kali ini barry. dan lagi, apa yang saya buat lagi kagum teman -teman saya. bahkan jika ada tantangan lain, semoga saya bisa melakukannya. :beaming_face_with_smiling_eyes::fire:",Positif,"Temanku memberi saya tantangan lain, seperti ketika saya menjawab Manuela saat ini Kali ini barry Dan lagi, apa yang saya lakukan lagi kagum teman saya - teman saya. bahkan jika ada tantangan lain, mudah-mudahan saya bisa melakukannya."
"sekarang saya tahu masalah kepercayaan itu nyata, dan itu sangat menyakitkan",Negatif,"Sekarang aku tahu masalah kepercayaan itu nyata, dan sangat menyakitkan"
akankah burnout genshin wkwk,Negatif,Akankah burnout genshin wkwk
croffle + ovomaltine + es cream coklat = jujurly endulita :smiling_face:,Positif,Croffle + ovomaltine + es krim cokelat = jujur endulita: wajah tersenyum:
cape terlalu banyak berpikir,Negatif,Terlalu banyak untuk dipikirkan
"carat, maknae kami sekarang berada di posisi ke -11! terus voting untuknya secara konsisten, mari masuk ke 10 teratas atau bahkan lebih sebelum jajak pendapat berakhir:pleading_face::yellow_heart: #디노 #세븐틴",Netral,"Karaat, berarti kita sekarang berada di posisi -11! terus memilihnya secara konsisten, mari masuk ke 10 teratas atau bahkan lebih sebelum jajak pendapat berakhir:pleading_face::yellow_heart: #Diino #세븐틴"
penyembuhan kok mam boncabe :rolling_on_the_floor_laughing:,Negatif,Aku tidak akan memberitahumu.
hobi pram 2021: deeptalk sama orang.,Netral,Hobby Pram 2021: Bicara mendalam dengan orang-orang.
"h-1 mulai gelisah, mager, dan overfinking",Negatif,"H-1 mulai gelisah, mager, dan overfinking"
tidak memiliki kecemasan,Positif,Aku tidak punya kecemasan
jujur ... visual aespa rata -rata ..,Netral,Jujur ... visual aespa rata - rata ..
sesekali bhehlah narsis mengagumi diri sendiri. :rolling_on_the_floor_laughing::smiling_face_with_smiling_eyes::face_with_hand_over_mouth: :growing_heart: @ pamrol tangsel,Positif,Kadang aku merasa seperti aku akan menjadi perawat sendiri.
disaat ini gw dah ga mikir siapapun lol. yg gw pikir cmn. saya hampir mati rasa. saya masih bisa merasakan sakitnya. tapi tidak seburuk sebelumnya meskipun yang ini seharusnya lebih menyakitiku. saya hampir mati rasa.,Negatif,"Aku rasa aku hampir mati, aku masih bisa merasakan rasa sakit tapi aku tidak tahu sebelumnya meskipun ini harus menyakitiku lebih banyak."
berpikir yaa? yaa iyyahhh,Negatif,Aku tidak yakin.
video baru saja mengarim @ zona santuy,Netral,video baru saja mengarim @ zona santuy
"diri ini mood mood swing swing skali:pleading_face: apa aja yg sedyh bisa teikut nangis, hbs itu ketawa lagi:upside-down_face:",Negatif,Aku tidak dalam mood mood swing swing skala:
"denial itu boleh, tapi kalau kamu merasa ada kpastian, kenapa nggak?",Netral,"Menolak itu diizinkan, tapi jika Anda merasa sedikit kastian, mengapa tidak?"
penyembuhan mandiri,Positif,penembuhan mandiri
"yahene og terlalu banyak berpikir yahene i madang brouu, lawuhe ro gule le gawe mamak mau aran jozzzz bingits",Negatif,"Ya, aku marah, aku tidak akan membuat masalah besar."
"tuku di tahun 2020 terimakasih suda berlahan sejauh ini, kamu pantas bahagia, kamu pantas mendapatkan cinta, kamu pantas memilisi teman, kamu pantas memilih gargan siapa kamu dapat bahagia. jangan yang terlalu banyak berpikir, jangan egois, jangan gengsi untuk bilang maaf,",Positif,"tuku di tahun 2020 terimakasih suda berlahan sejauh ini, kamu pantas bahagia, kamu pantas mendapatkan cinta, kamu pantas memilisi teman, kamu pantas memilih gargan yang kamu bisa bahagia. jangan yang terlalu banyak berpikir, jangan egois, jangan gengsi untuk bilang maaf, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak berpikir, jangan terlalu banyak"
"2021 - bahagia, terluka, penyembuhan pada saat yang sama :slightly_smiling_face:",Netral,"2021 - bahagia, terluka, penyembuhan pada saat yang sama: sedikit_smiled_face:"
meditasi malam ini enak banget. semua beban rasanya nguap aja. semoga diberkati usaha penyembuhan ini ~ suwun gusti yesus :blue_heart:,Positif,Meditasi malam ini enak banget. semua beban terasa seperti kekacauan. semoga diberkati berusaha penyembuhan ini ~ suwun gusti yesus:
berpikir berlebihan sama diri sendiri,Negatif,Berpikir terlalu banyak tentang diriku sendiri
bahkan connor masih belajar meskipun menjadi atlet terkaya di dunia,Positif,Bahkan Connor masih belajar meskipun dia atlet terkaya di dunia.
aku naksirmu dengan setia tapi kemudian itu menabrak saya,Negatif,"Aku tidak akan jujur padamu, tapi itu salahku."
"org-org suka sada pengen bgt saya waktu kmn-mna s e n d i r saya sebenarnya bnr-bnr sendiri weh kitu, naha aku mh teu bisa kmn-mna sendiri. gatau knp, ke alfa depan perempatan aja di anter :) yg nantter nya lengkap 2 bodyguard.",Negatif,"Aku tidak yakin jika aku bisa mendapatkan tanganku pada sesuatu, tapi aku tidak yakin jika aku bisa mendapatkan tanganku pada sesuatu."
ini hampir seperti pelacur yang sebenarnya seperti gadis bersembunyi:melting_face::melting_face:,Negatif,Ini hampir seperti pelacur yang sebenarnya seperti gadis bersembunyi:
ini..... zara sebenarnya 18 bagaimana dia bisa ..... ah dahlah,Negatif,Ini... sebenarnya 18 bagaimana dia bisa ..... ah dahlah
"cara saya terlalu sering menggunakan istilah ""jujurly"" hari ini",Negatif,"Aku terlalu sering menggunakan istilah ""keadilan"" hari ini."
"duh, ya:OK_hand_light_skin_tone: terima kasih atas perhatian anda. :weary_face::sneezing_face:",Positif,"duh, ya: ok_hand_light_skin_tone: terima kasih atas perhatian Anda."
nama: nn.d hobi: ngajak overfinking bareng,Negatif,Aku tidak yakin aku akan bisa melakukannya.
bahkan ratu mudik menangis ... ~,Netral,Bahkan ratu mudik menangis ... ~
"tuhan, saya berterima kasih kepada anda bahkan sebelum itu terjadi.",Positif,"Ya Allah, aku berterima kasih padamu sebelum itu terjadi."
menjual semua $ btc saya seharga $ eth dan beberapa altcoin di bawah ethereum network beberapa waktu lalu. sejauh ini bagus.,Positif,Aku menjual semua $BC saya untuk $Eth dan beberapa altcoin di bawah jaringan Ethereum beberapa hari yang lalu.
"menunggu mas-mas laundry yg lagi pergi beli makan. secara harfiah.. (foto di sini, le me who belum mandi dalam 2 hari)",Netral,Menunggu pakaian yang kembali untuk membeli makanan.
jamnya terlalu banyak berpikir ..,Negatif,Aku terlalu berpikir .
"happy friday uda lama ga foto portofolio • beberapa gambar bersemangat untuk akhir pekan bahkan anda hanya tidur di rumah. • • @ medan, indonesia",Positif,"Selamat hari Jumat Uda Lama ga foto portfolio • beberapa gambar bersemangat untuk akhir pekan bahkan anda hanya tidur di rumah. • • @ medan, Indonesia"
(self healing!)semua akan berpaling ..semua akan me-refund ke diri masing-masing ..mengalir bukan tujuan diri ..tetapi untuk melihat situasi dan kondisi ..dan mengambil cara yang relevan ..agar tidak terpatahkan .. //t.co/7t5jemdush,Positif,(penyembuhan diri!) semua orang akan mendukung saya kembali ke satu sama lain .. untuk bahagia bukan menjadi tujuan .. tapi untuk melihat situasi dan kondisi .. dan mengambil jalan yang relevan .. jika tidak untuk terluka .. //t.co/7t5jemdush
"proyek anda sangat bagus, whitepaper juga sangat jelas, saya berharap proyek anda bisa sukses dan sukses di masa depan. saya juga berharap komunitas dapat tumbuh lebih besar dari sekarang ..",Positif,"Proyek Anda sangat baik, whitepaper sangat jelas, saya berharap proyek Anda dapat sukses dan sukses di masa depan. Saya juga berharap masyarakat dapat tumbuh lebih besar dari sekarang .."
"bahkan itu hanya satu orang yang menonton pemutaran perdana saya, saya masih berterima kasih untuk itu:folded_hands:",Positif,"Bahkan jika hanya salah satu orang yang menonton film pertamaku, aku masih bersyukur untuk itu:folded_hands:"
"tetap tenang tetap santuy bismillah wa pasti bisa kan uda tau konsequensi nya harang siap melewatinyaa, aaa anjir gugup jua bertemu ama pt.pama persada",Positif,"Tetap tenang Tetap suci Bismillah wa pasti bisa bisa uda tau konsekuensi nya harang siap melewatinyaa, aaa anjir gugup jua bertemu ama pt.pama persada"
"selamat tahun baru, saya harap tahun ini dimulai dengan berkah dan kebaikan, jujur ​​itu cukup menyakitkan dan melelahkan selama 2 tahun terakhir. dan untuk orang -orang yang telah saya idolakan selama 5 tahun terakhir, tetap bahagia dan terima kasih telah tetap bersama kami (bangtan & amp; tentara) sampai sekarang ♡.",Positif,"Selamat Tahun Baru, semoga tahun ini dimulai dengan berkat dan kebaikan, jujur itu telah cukup menyakitkan dan menyakitkan selama 2 tahun terakhir."
tester tester:grinning_face_with_sweat: bikin lonsay buat sarapan besok. jadi besok pagi bisa santuy. biar khusuk nonton si rona sama vicenzo,Netral,Tester tes: tersenyum_wajah_dengan_perkeringat: bikin lonsay membuat sarapan besok. jadi besok pagi bisa menjadi tempat perlindungan. biarkan khusuk menonton si rona sama vicenzo
"lihat perbedaan antara jogging mendengarkan musik dan tonton gulungan .. saya kehilangan 0,5 km di trek saat saya menonton gulungan..:crying_face:",Negatif,"Lihatlah perbedaan antara jogging mendengarkan musik dan menonton Gulungan .. aku kehilangan 0,5 km di trek saat menonton Gulungan .."
"saya tahu itu terlalu banyak, tapi jujur ​​saya senang ..",Positif,"Aku tahu itu terlalu banyak, tapi jujur aku bahagia.."
kenapa si overfinking mulu capek tau gak:loudly_crying_face::loudly_crying_face:,Negatif,Kenapa kau terlalu berteriak mulu capek tau gak:
"meis itu asik banget tempat nya ada pantai. ada mall tempat makan solaria, starbucks, dll bisa healing di ancol pula kalo bosen main ke dufan enak jg :rolling_on_the_floor_laughing:",Positif,"Ini adalah tempat yang bagus untuk makan di pantai. Ada pusat perbelanjaan di mana Anda dapat makan solarium, Starbucks, dll."
"pagi ”duduk di atap rap rumah, merajut, sambil denger cicitan burung. penyembuhan murah meriah.",Positif,"Aku akan duduk di rumah rap di atap, duduk dan mendengarkan burung."
tugas mana yang paling sulit? mengontrol kawanan domba atau segerombolan manusia,Netral,Tugas yang paling sulit adalah mengendalikan kawanan domba atau manusia segerombolan.
"menarik, siapa yg akan keluar? darren atau martin? sejujurnya saya ingin melihat martin tinggal di rush green",Netral,"Menarik, siapa yang akan keluar?"
"soswit bgt ketika tae seriing bgt bilang ""jimin ah, saranghae"" ke jimin terus jimin butaa ""cintaku"" aghhhhhh belahan jiwa yang sebenarnya. butuh vmin dalam hidup saya untuk sahabat saya :pleading_face:",Positif,Aku sangat senang kau ada di sini.
penyembuhan kecil-kecilan,Netral,Komisi akan mengadopsi langkah-langkah berikut:
365/365terima kasih 2021 udah kasih banyak pelajaran dan puji tuhan 2021 udah terupgrade..makasih setiap orang dihidup gue yang pernah kutulis dilembar buku 2021 ini .. setiap kisah senangan senangah! apapun itu terima kasih! sampai jumpa di 2022! perjalanan baru saya telah dimulai!,Positif,365/365 terima kasih 2021 sudah menyukai banyak pelajaran dan puji Tuhan 2021 telah diupgrade..terima kasih semua yang hidup bahwa saya pernah menulis buku dilema 2021 ini .. setiap cerita senangan senangah! apa pun itu terima kasih! sampai kita bertemu pada 2022! perjalanan baru saya telah dimulai!
memiliki hubungan beracun dengan masalah kepercayaan saya :smiling_face_with_tear:,Negatif,Aku punya hubungan dengan temanku yang percaya.
"sama ma, aku rupa kepo mama akan berbesan dengan siapa:slightly_smiling_face:",Positif,"Sama ma, aku rupa kepo mama akan berbicara dengan siapa: sedikit_smiled_face:"
"sebelumnya rencana raker di luar kota, ternyata batal. dan siang ini beneran fathan minta staycation tak terduga, tapi di rs. cepet sembuh nak. moga segera sehat, nggak demam lagi, bisa dan mau makans dengan lahap",Negatif,"Sebelumnya direncanakan raker di Kota Luar, ternyata batal. dan siang ini benar-benar fathan permintaan tinggal tidak terduga, tapi di rumah sakit. cepat sabuh nak. moga segera sehat, nggak demam lagi, bisa dan mau makans dengan lahap"
"setelah banyak berbagi dg apipol, kami syimpulkan bahwa merantau adalah healing yg tepat untuc mententramkan fikiran. menjadi dewasa dan berfikir kompleks ternyata tidak enak. tapi isokei.",Positif,"Setelah berbagi banyak hal dengan APPOL, kami memutuskan bahwa merantau adalah penyembuhan yang tepat untuk menjaga pikiran Anda."
bagaimana mereka terus menemukan bahkan sekretaris pers yang bodoh? :face_with_rolling_eyes::unamused_face:,Negatif,Bagaimana mereka terus menemukan bahkan sekretaris yang bodoh?
"aku tiap hari ""hari ini gamau megang laptop, istirahat duli kan masih satit"" sementara kenyataany ooo tidak tidaaak",Negatif,"Aku setiap hari ""hari ini gamau megang laptop, istirahat dari hari masih bisa satit"" sementara kenyataany ooo tidak ada tidaaak"
"saya akan menemukan seseorang, suatu hari nanti, yang mungkin benar -benar memperlakukan saya dengan baik, ini adalah dunia besar !!",Positif,"Aku akan menemukan seseorang, suatu hari nanti, yang mungkin benar-benar memperlakukan saya dengan baik, ini adalah dunia besar!!"
"sunsetz, tidak ada yang akan menyakiti kamu sayang, naksir, manis",Positif,"Sunset, tidak ada yang akan menyakiti kamu sayang, naksir, manis"
"butuh sekitar sebulan untuk mencapai 1000k vax, dan targetnya adalah vax 180000k. jadi kita membutuhkan 180 bulan. die :loudly_crying_face::loudly_crying_face:",Negatif,"Butuh waktu sekitar sebulan untuk mencapai 1000k vak, dan target adalah 1800k vak. Jadi kita membutuhkan 180 bulan."
"saya pernah jadi anak kek gini, jaman saya **** di denial jadinya nyari pelarian dari nafsu sks dengan mendukung fanatik beginian, supaya ""energinya dilampiaskan kesitu"", dan itu terbukti di buku orwell. gerakan fanatik membungkam seksualitas utk diserap energinya/eksploitasi.",Negatif,"Aku pernah jadi anak kecil, tapi aku bukan fanatik, jadi aku bukan fanatik, jadi aku bukan fanatik."
sistem dukungan butuh butuh buat confidence lagi :pleading_face:,Positif,Sistem membutuhkan dukungan perlu membangun kepercayaan kembali:
hai. barangkali temen temen twitter aku berkenan buat bantu ikuti :) seminggu kemaren fokus buat nyoba buka usaaha thrifting ini dan ya semoga lancar untak kedepanya.,Netral,Aku temanku di Twitter dan aku akan membantu Anda mengikutiku.
iya bener sih menghadapi jenius ini maksudnya memang bahkan ketika kita mau berusia kayak mana ya susah ngalahin yang emang dr sononya udah ky cha eun woo.,Netral,"Ya, maksudku, bahkan ketika kita ingin tua, kita akan keras pada diri kita sendiri."
"sampai semua orang divaksinasi, saya masih akan memakai topeng .. bahkan jika saya sudah mendapatkan vaksin ke -2 saya.",Netral,"Sampai semua orang divaksinasi, aku masih akan menggunakan topeng.. bahkan jika aku sudah mendapatkan vaksin kedua."
sempet sempetnya terlalu banyak berpikir di malam tahun baru :loudly_crying_face::loudly_crying_face:,Negatif,Aku masih terlalu banyak memikirkan tahun lalu:
tapi serius alasan saya bisa bangun jam 6 pada hari minggu adalah gym atau bekerja dan ya saya ada di laptop saya pada jam 6 pagi sambil menunggu makanan anjing untuk mencairkan :smiling_face_with_tear:,Netral,Tapi alasan serius aku bisa bangun pukul 6 pagi pada hari Minggu adalah gym atau bekerja dan ya aku di laptopku pukul 6 pagi menunggu anjing makanan untuk menghiburku:
