emoji_in,label,backtranslated_tweet
"kalau doimu g bales chat ya jangan di ganggu dulu, langsung nangis dan overfinking aja coz udah rutinitas lu :folded_hands:",Negatif,"Kalau chat kamu gak dibalas, jangan diganggu, nangis aja dan banyak pikiran karena itu udah jadi rutinitas kamu :folded_hands:"
spill aja kak,Netral,langsung aja ceritain ke sis
selamat dl kita bareng bestie putih abu2 :face_blowing_a_kiss::smiling_face_with_hearts: req tkt kehilangan :musical_notes::musical_notes:,Positif,selamat atas reuni kita dengan sahabat putih dan abu-abu kita :face_blowing_a_kiss::smiling_face_with_hearts: req tkt kalah :musical_notes::musical_notes:
"admin bewoknya gemoy banget, pengen deh dijadiin crush nya.",Positif,"Bewoknya admin imut banget, aku mau jadi gebetannya."
"spartan .. pantauan pengawasan buffer zone, rdt antigen gratis angkutan logistik dan validasi dokumen perjalanan melalui asdp ketapang dan pelabuhan tanjungwangi. titik cek terminal sritanjung",Netral,"spartan.. monitoring pengawasan buffer zone, pengangkutan logistik antigen rdt gratis dan validasi dokumen perjalanan melalui asdp ketapang dan pelabuhan tanjungwangi. check point terminal sritanjung"
ngapain nih? tumpahkan teh!,Netral,Apa yang sedang kamu lakukan? Buka rahasianya!
taruhan clingy njirr :weary_face:,Negatif,taruhan clingy njirr :weary_face:
"dibangun pada tahun 1962, sarinah adalah department store modern pertama di indonesia yang telah mendukung barang -barang lokal sejak operasi pertama pada tahun 1966 @ sarinah store thamrin",Netral,"dibangun pada tahun 1962, sarinah merupakan department store modern pertama di indonesia yang telah mendukung produk lokal sejak pertama kali beroperasi pada tahun 1966 @ toko sarinah thamrin"
"asmara hancur, jadi cagur, diaajak healing selalu meluncur, padiahal nganggur, pindahkan mah enggak tolol emng -_-",Negatif,"romantisme itu hancur, berantakan, diajak sembuh, dia selalu ngelantur, tapi walaupun dia pengangguran, pindah itu bukan hal yang bodoh kok -_-"
saya sangat senang melihat beberapa penonton sangat ragu dan bahkan merayu mereka karena menggunakan bahasa inggris. tapi teman -teman ini membuktikan mereka salah! tentu saja!,Positif,"Saya sangat gembira melihat beberapa penonton bersikap ragu dan bahkan mengejek mereka karena menggunakan bahasa Inggris. Namun, orang-orang ini membuktikan bahwa mereka salah! Tentu saja!"
yang benar-benar menyenangkan dan saya benar-benar merasa sangat bahagia dan bersemangat karena semua k-pop itu yang selalu menghibur saya tetapi saya tidak tahu dengan diri saya sendiri apa lagi yang saya lakukan akhir-akhir ini tetapi saya harus bahagia karena ini halloween yang saya suka dan saya suka dan apa yang saya tunggu :jack-o-lantern::jack-o-lantern::jack-o-lantern:,Positif,yang sangat menyenangkan dan aku benar-benar merasa sangat bahagia dan gembira karena semua k-pop yang selalu menghiburku tetapi aku tidak tahu tentang diriku sendiri apa lagi yang kulakukan akhir-akhir ini tetapi aku harus bahagia karena ini halloween yang aku cintai dan aku suka dan apa yang aku tunggu :jack-o-lantern::jack-o-lantern::jack-o-lantern:
mari kita jalan-jalan dulu bestie:automobile: tapi gak boleh ada yang ikut ya:kissing_face: ngueeennggg #리노 #스트레이 키즈,Netral,ayo jalan-jalan dulu bestie:automobile: tapi jangan ada orang lain yang boleh ikut:kissing_face: ngueeennggg #리노 #스트레이 키즈
sabtu malam. tak nonton rose karo jack pacaran ae :relieved_face:,Positif,sabtu malam. gak nonton rose and jack dating ae :relieved_face:
"jam selai segini tuh, selai jam overhinking anj",Negatif,"Ini waktunya macet seperti ini, ini waktunya macet berpikir berlebihan, dan"
"mewujudkan mei ini dengan kehidupan yang penuh dengan hahahihi, kerjaan lancar, banyak waktu selo buat healing, tapi isi dompet tetep kejaga amin! :thumbs_up:",Positif,"Jadikan bulan Mei ini penuh dengan kehidupan hahahihi, pekerjaan lancar, banyak waktu untuk penyembuhan, tapi isi dompet tetap aman, amin! :thumbs_up:"
"teman saya memberikan tantangan lain, sama seperti ketika saya menjawab manuela saat itu. kali ini barry. dan lagi, apa yang saya buat lagi kagum teman -teman saya. bahkan jika ada tantangan lain, semoga saya bisa melakukannya. :beaming_face_with_smiling_eyes::fire:",Positif,"teman saya memberi tantangan lagi, sama seperti saat saya menjawab manuela waktu itu. kali ini Barry. dan lagi-lagi apa yang saya lakukan membuat teman-teman saya tercengang. kalaupun ada tantangan lagi, semoga saya bisa melakukannya. :beaming_face_with_smiling_eyes::fire:"
"sekarang saya tahu masalah kepercayaan itu nyata, dan itu sangat menyakitkan",Negatif,"sekarang aku tahu masalah kepercayaan itu nyata, dan itu sangat menyakitkan"
akankah burnout genshin wkwk,Negatif,apakah genshin akan kelelahan wkwk
croffle + ovomaltine + es cream coklat = jujurly endulita :smiling_face:,Positif,croffle + ovomaltine + es krim coklat = Sejujurnya Endulita :smiling_face:
cape terlalu banyak berpikir,Negatif,lelah berpikir terlalu banyak
"carat, maknae kami sekarang berada di posisi ke -11! terus voting untuknya secara konsisten, mari masuk ke 10 teratas atau bahkan lebih sebelum jajak pendapat berakhir:pleading_face::yellow_heart: #디노 #세븐틴",Netral,"carat, maknae kita sekarang ada di posisi ke-11! teruslah memilihnya secara konsisten, mari kita masuk ke dalam 10 besar atau bahkan lebih sebelum jajak pendapat berakhir :pleading_face::yellow_heart: #디노 #세븐틴"
penyembuhan kok mam boncabe :rolling_on_the_floor_laughing:,Negatif,"penyembuhan, mam boncabe :berguling-guling di lantai sambil tertawa:"
hobi pram 2021: deeptalk sama orang.,Netral,hobi kereta dorong bayi 2021: ngobrol mendalam dengan orang-orang.
"h-1 mulai gelisah, mager, dan overfinking",Negatif,"h-1 mulai gelisah, malas, dan terlalu banyak berpikir"
tidak memiliki kecemasan,Positif,tidak merasa cemas
jujur ... visual aespa rata -rata ..,Netral,sejujurnya..visual aespa biasa saja..
sesekali bhehlah narsis mengagumi diri sendiri. :rolling_on_the_floor_laughing::smiling_face_with_smiling_eyes::face_with_hand_over_mouth: :growing_heart: @ pamrol tangsel,Positif,sesekali bhehlah kekaguman diri yang narsis. :rolling_on_the_floor_laughing::smiling_face_with_smiling_eyes::face_with_hand_over_mouth: :growing_heart: @ pamrol tangsel
disaat ini gw dah ga mikir siapapun lol. yg gw pikir cmn. saya hampir mati rasa. saya masih bisa merasakan sakitnya. tapi tidak seburuk sebelumnya meskipun yang ini seharusnya lebih menyakitiku. saya hampir mati rasa.,Negatif,di titik ini aku tidak memikirkan siapa pun lol. yang kupikirkan hanyalah. aku hampir mati rasa. aku masih bisa merasakan sakitnya. tapi tidak seburuk sebelumnya meskipun yang ini seharusnya lebih menyakitkanku. aku hampir mati rasa.
berpikir yaa? yaa iyyahhh,Negatif,pikir ya? ya ya
video baru saja mengarim @ zona santuy,Netral,video baru baru saja dikirim @zona santuy
"diri ini mood mood swing swing skali:pleading_face: apa aja yg sedyh bisa teikut nangis, hbs itu ketawa lagi:upside-down_face:",Negatif,"Diri ini lagi moody banget :pleading_face: apapun yang bikin aku sedih bisa bikin aku nangis, terus ketawa lagi :upside-down_face:"
"denial itu boleh, tapi kalau kamu merasa ada kpastian, kenapa nggak?",Netral,"Penyangkalan boleh saja, tetapi jika Anda merasa ada kepastian, mengapa tidak?"
penyembuhan mandiri,Positif,penyembuhan diri sendiri
"yahene og terlalu banyak berpikir yahene i madang brouu, lawuhe ro gule le gawe mamak mau aran jozzzz bingits",Negatif,"yahene dan terlalu banyak mikir yahene i madang brouu, lawuhe ro gule le gawe mamak mau aran jozzzz bingits"
"tuku di tahun 2020 terimakasih suda berlahan sejauh ini, kamu pantas bahagia, kamu pantas mendapatkan cinta, kamu pantas memilisi teman, kamu pantas memilih gargan siapa kamu dapat bahagia. jangan yang terlalu banyak berpikir, jangan egois, jangan gengsi untuk bilang maaf,",Positif,"buat aku di tahun 2020 terima kasih karena sudah perlahan-lahan sampai sejauh ini, kamu berhak bahagia, kamu berhak mendapatkan cinta, kamu berhak memiliki teman, kamu berhak memilih dengan siapa kamu bisa bahagia. jangan terlalu banyak berpikir, jangan egois, jangan terlalu sombong untuk meminta maaf,"
"2021 - bahagia, terluka, penyembuhan pada saat yang sama :slightly_smiling_face:",Netral,"2021 - senang, terluka, sembuh di saat yang sama :slightly_smiling_face:"
meditasi malam ini enak banget. semua beban rasanya nguap aja. semoga diberkati usaha penyembuhan ini ~ suwun gusti yesus :blue_heart:,Positif,"Meditasi malam ini sangat bagus. Semua bebanku menguap begitu saja. Semoga usaha penyembuhan ini diberkati ~ terima kasih, Yesus :blue_heart:"
berpikir berlebihan sama diri sendiri,Negatif,terlalu memikirkan diri sendiri
bahkan connor masih belajar meskipun menjadi atlet terkaya di dunia,Positif,bahkan connor masih belajar meskipun menjadi atlet terkaya di dunia
aku naksirmu dengan setia tapi kemudian itu menabrak saya,Negatif,Aku tergila-gila padamu dengan setia tapi kemudian hal itu menyadarkanku
"org-org suka sada pengen bgt saya waktu kmn-mna s e n d i r saya sebenarnya bnr-bnr sendiri weh kitu, naha aku mh teu bisa kmn-mna sendiri. gatau knp, ke alfa depan perempatan aja di anter :) yg nantter nya lengkap 2 bodyguard.",Negatif,"Orang-orang sering ingin aku sendirian saat pergi ke suatu tempat. Sebenarnya aku sangat sendirian, tetapi aku tidak bisa pergi ke mana pun sendirian. Entah mengapa, aku hanya mengantarmu ke Alfa di depan perempatan jalan :) dan orang yang menjemputmu ditemani oleh 2 pengawal."
ini hampir seperti pelacur yang sebenarnya seperti gadis bersembunyi:melting_face::melting_face:,Negatif,hampir seperti gadis jalang sungguhan yang bersembunyi:melting_face::melting_face:
ini..... zara sebenarnya 18 bagaimana dia bisa ..... ah dahlah,Negatif,ini.....zara sebenarnya berusia 18 tahun bagaimana dia bisa.....ah sudahlah
"cara saya terlalu sering menggunakan istilah ""jujurly"" hari ini",Negatif,cara saya menggunakan istilah &quot;jujur&quot; secara berlebihan akhir-akhir ini
"duh, ya:OK_hand_light_skin_tone: terima kasih atas perhatian anda. :weary_face::sneezing_face:",Positif,"duh, ya :OK_hand_light_skin_tone: terima kasih atas perhatiannya. :weary_face::sneezing_face:"
nama: nn.d hobi: ngajak overfinking bareng,Negatif,nama: nn.d hobi: mengajak ngobrol bareng
bahkan ratu mudik menangis ... ~,Netral,bahkan ratu pesta sekolah pun menangis...~
"tuhan, saya berterima kasih kepada anda bahkan sebelum itu terjadi.",Positif,"Tuhan, aku berterima kasih bahkan sebelum itu terjadi."
menjual semua $ btc saya seharga $ eth dan beberapa altcoin di bawah ethereum network beberapa waktu lalu. sejauh ini bagus.,Positif,menjual semua $btc saya untuk $eth dan beberapa altcoin di jaringan ethereum beberapa waktu lalu. sejauh ini baik-baik saja.
"menunggu mas-mas laundry yg lagi pergi beli makan. secara harfiah.. (foto di sini, le me who belum mandi dalam 2 hari)",Netral,"menunggu tukang cuci yang pergi membeli makanan. secara harfiah.. (gambar di sini, saya yang belum mandi selama 2 hari)"
jamnya terlalu banyak berpikir ..,Negatif,jamnya terlalu banyak berpikir..
"happy friday uda lama ga foto portofolio • beberapa gambar bersemangat untuk akhir pekan bahkan anda hanya tidur di rumah. • • @ medan, indonesia",Positif,"selamat hari jumat lama tak ada foto portofolio • beberapa gambar semangat untuk akhir pekan meski anda hanya tidur di rumah. • • @ medan, indonesia"
(self healing!)semua akan berpaling ..semua akan me-refund ke diri masing-masing ..mengalir bukan tujuan diri ..tetapi untuk melihat situasi dan kondisi ..dan mengambil cara yang relevan ..agar tidak terpatahkan .. //t.co/7t5jemdush,Positif,(self healing!) semua akan berputar.. semua akan kembali pada diri masing-masing.. mengalir bukan tujuan pribadi.. tapi melihat situasi dan kondisi.. dan mengambil jalan yang relevan.. agar tidak patah semangat.. //t.co/7t5jemdush
"proyek anda sangat bagus, whitepaper juga sangat jelas, saya berharap proyek anda bisa sukses dan sukses di masa depan. saya juga berharap komunitas dapat tumbuh lebih besar dari sekarang ..",Positif,"proyek Anda sangat bagus, whitepapernya juga sangat jelas, saya harap proyek Anda bisa sukses dan berhasil di masa mendatang. Saya juga berharap komunitasnya bisa tumbuh lebih besar dari sekarang.."
"bahkan itu hanya satu orang yang menonton pemutaran perdana saya, saya masih berterima kasih untuk itu:folded_hands:",Positif,"walaupun cuma satu orang yang nonton premierku, aku tetap bersyukur akan hal itu :folded_hands:"
"tetap tenang tetap santuy bismillah wa pasti bisa kan uda tau konsequensi nya harang siap melewatinyaa, aaa anjir gugup jua bertemu ama pt.pama persada",Positif,"tenang saja, tetap tenang, bismillah, kamu bisa, kamu tahu akibatnya, jangan siap untuk menjalaninya, aku deg-degan, aku juga ketemu PT Pama Persada"
"selamat tahun baru, saya harap tahun ini dimulai dengan berkah dan kebaikan, jujur ​​itu cukup menyakitkan dan melelahkan selama 2 tahun terakhir. dan untuk orang -orang yang telah saya idolakan selama 5 tahun terakhir, tetap bahagia dan terima kasih telah tetap bersama kami (bangtan & amp; tentara) sampai sekarang ♡.",Positif,"selamat tahun baru, semoga tahun ini diawali dengan keberkahan dan kebaikan, jujur saja 2 tahun ini cukup menyakitkan dan melelahkan. dan untuk orang-orang yang aku idolakan selama 5 tahun ini, tetaplah berbahagia dan terima kasih sudah bersama kami (bangtan &amp; army) sampai sekarang ♡."
tester tester:grinning_face_with_sweat: bikin lonsay buat sarapan besok. jadi besok pagi bisa santuy. biar khusuk nonton si rona sama vicenzo,Netral,tester tester:grinning_face_with_sweat: buat lonsay untuk sarapan besok. jadi besok pagi kamu bisa santai. jadi aku bisa konsentrasi nonton Rona dan Vicenzo
"lihat perbedaan antara jogging mendengarkan musik dan tonton gulungan .. saya kehilangan 0,5 km di trek saat saya menonton gulungan..:crying_face:",Negatif,"lihat perbedaan antara jogging sambil mendengarkan musik dan menonton reels.. saya kehilangan 0,5 km di lintasan saat saya menonton reels..:crying_face:"
"saya tahu itu terlalu banyak, tapi jujur ​​saya senang ..",Positif,"Aku tahu ini berlebihan, tapi sejujurnya aku bahagia.."
kenapa si overfinking mulu capek tau gak:loudly_crying_face::loudly_crying_face:,Negatif,kenapa overfinking selalu capek tau gak? :loudly_crying_face::loudly_crying_face:
"meis itu asik banget tempat nya ada pantai. ada mall tempat makan solaria, starbucks, dll bisa healing di ancol pula kalo bosen main ke dufan enak jg :rolling_on_the_floor_laughing:",Positif,"Meis itu tempat yang keren banget, ada pantainya, ada mall-nya, bisa makan di Solaria, Starbucks, dll. Bisa heal di Ancol, kalau bosan main-main, bisa ke Dufan juga :rolling_on_the_floor_laughing:"
"pagi ”duduk di atap rap rumah, merajut, sambil denger cicitan burung. penyembuhan murah meriah.",Positif,"pagi &quot;duduk di atap rumah, merajut, sambil mendengarkan kicauan burung. penyembuhan yang murah dan menyenangkan."
tugas mana yang paling sulit? mengontrol kawanan domba atau segerombolan manusia,Netral,Tugas manakah yang paling sulit? mengendalikan kawanan domba atau gerombolan manusia?
"menarik, siapa yg akan keluar? darren atau martin? sejujurnya saya ingin melihat martin tinggal di rush green",Netral,"Menarik, siapa yang akan keluar? Darren atau Martin? Sejujurnya saya ingin Martin bertahan di Rush Green"
"soswit bgt ketika tae seriing bgt bilang ""jimin ah, saranghae"" ke jimin terus jimin butaa ""cintaku"" aghhhhhh belahan jiwa yang sebenarnya. butuh vmin dalam hidup saya untuk sahabat saya :pleading_face:",Positif,"lucu banget kalo tae sering ngomong &quot;jimin ah, saranghae&quot; ke jimin terus jimin langsung ngerasa &quot;sayang banget&quot; aghhhhhh belahan jiwaku yang sejati. butuh vmin dalam hidupku buat sahabatku :pleading_face:"
penyembuhan kecil-kecilan,Netral,penyembuhan kecil
365/365terima kasih 2021 udah kasih banyak pelajaran dan puji tuhan 2021 udah terupgrade..makasih setiap orang dihidup gue yang pernah kutulis dilembar buku 2021 ini .. setiap kisah senangan senangah! apapun itu terima kasih! sampai jumpa di 2022! perjalanan baru saya telah dimulai!,Positif,365/365terima kasih 2021 telah memberiku banyak pelajaran dan puji Tuhan 2021 telah ditingkatkan..terima kasih untuk semua orang dalam hidupku yang pernah aku tulis di halaman buku 2021 ini.. setiap kisah bahagia adalah bahagia! apapun itu terima kasih! sampai jumpa di 2022! perjalanan baruku telah dimulai!
memiliki hubungan beracun dengan masalah kepercayaan saya :smiling_face_with_tear:,Negatif,memiliki hubungan yang beracun dengan masalah kepercayaan saya :smiling_face_with_tear:
