Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,texten,backtranslated_tweet
4338,"Tbh, males sm pertanyaan org sok akrab yg pdhl contact terakhir gatau jaman kapan dan emg bener bener ga akrab trs tbtb nanya macam ""skrg kuliah dimana"" ""skrg kerja dimana"" ""mana pacarnya"" dll kek apazihhh kepo bgt gituu","Tbh, lazy sm questions org pretentious that is the last contact that is not the last time and when and emg really not familiar then tbtb asking the kind of ""now college where"" ""now work where"" ""where is his girlfriend"" etc.","Tbh, laki -laki sm pertanya org sok akrab yg pdhl kontak terakhir gatau jaman kapan dan emg bener ga akrab trs tbtb nanya macam ""skrg kuliah dimana"" skrg kerrg kerja dimana """" mana pacarnya ""dll kekuz apaz goba golu"" ""mana pacarnya"" Dll KEPUZ """,Negatif,"tbh, males sm pertanyaan org sok akrab yg pdhl contact terakhir gatau jaman kapan dan emg bener bener ga akrab trs tbtb nanya macam ""skrg kuliah dimana"" ""skrg kerja dimana"" ""mana pacarnya"" dll kek apazihhh kepo bgt gituu","tbh, males sm pertanyaan org sok familiar yg pdhl contact terakhir gatau jaman kapan dan emg bener bener ga familiar trs tbtb nanya macam ""skrg kuliah dimana"" ""skrg kerja dimana"" ""mana pacarnya"" dll kek apazihhh kepo bgt gituu","tbh, I'm bored with questions from people who pretend to be familiar who, even though they last contacted me, don't know when and really aren't familiar, then tbtb ask questions like ""where are you studying now"" ""where are you working now"" ""where is your girlfriend"" etc. I'm really curious like that."
4700,W juga sadar diri ko yah... klo w g pantes w anaknya... sekarang diajak ngobrol aja ketahuan banget perubahannya... apalagi deep talk auto benci seumur hidup,"W also self -aware, yeah ... if I don't want to be a child ... now I am invited to chat with the changes ... especially Deep Talk Auto Hate for Life",W buta sadar diri ko yah ... klo w g Pantes w anaknya ... sekarang diaajak ngobrol aja Ketahuan banget perubahananya ... apalagi talk auto benci seumur hidup,Negatif,w juga sadar diri ko yah... klo w g pantes w anaknya... sekarang diajak ngobrol aja ketahuan banget perubahannya... apalagi deep talk auto benci seumur hidup,w juga sadar diri ko yah... klo w g pantes w anaknya... sekarang diajak ngobrol aja ketahuan banget perubahannya... apalagi deep talk auto benci seumur hidup,"I'm also self-aware... I don't think I'm worthy of being a child... now if you just talk to me, you'll notice the changes... especially if you hate deep talk for the rest of your life"
1981,I'd like to make myself believe. That planet earth turns slowly. It's hard to say that i'd rather stay awake while i'm asleep. Cause everything is never as it's seems.,I'm like to make myself believe. That planet Earth Turns Slowly. It's hard to say that I'D Rather Stay Awake while I'm Asleep. Cause everything is never as it's seems.,Saya ingin membuat diri saya percaya. Planet Bumi itu berbalik perlahan. Sulit untuk mengatakan bahwa saya lebih suka tetap terjaga saat saya tidur. Karena semuanya tidak pernah seperti yang terlihat.,Netral,i'd like to make myself believe. that planet earth turns slowly. it's hard to say that i'd rather stay awake while i'm asleep. cause everything is never as it's seems.,aku ingin membuat diriku percaya. planet bumi itu berputar perlahan. sulit untuk mengatakan bahwa saya lebih suka tetap terjaga saat saya tidur. karena semuanya tidak pernah seperti kelihatannya.,I want to make myself believe. The planet Earth rotates slowly. it's hard to say that I'd rather stay awake when I sleep. because everything is never as it seems.
1616,Healing https://t.co/HIRbl2tKvk,Healing https://t.co/hirbl2tkvk,Penyembuhan https://t.co/hirbl2tkvk,Netral,healing,penyembuhan,healing
3914,Self healing terbaik versi ane sih ini. Jalanjalan jauh naik bis atau kereta sambil denger musik yg mood banget ehehe~ https://t.co/JeYJkIdT3J,My best version of Self Healing. The road is far riding a bus or train while listening to music that is really mood ehehe ~ https://t.co/jeyjkidt3j,Penyembuhan diri terbaik versi ane sih ini. Jalanjalan Jauh Naik bis atuu kereta sAMBIL DENGER Musik yg mood banget ehehe ~ https://t.co/jeyjkidt3j,Positif,self healing terbaik versi ane sih ini. jalanjalan jauh naik bis atau kereta sambil denger musik yg mood banget ehehe~,self healing terbaik versi ane sih ini. jalan jalan jauh naik bis atau kereta sambil denger musik yg mood banget ehehe~,"This is my version of the best self-healing. Take a long walk by bus or train while listening to music that really makes you feel good, ehehe~"
1899,i have trust issues aaaaa😖😖😖,I have trust issues aaaaa😖😖😖,Saya memiliki masalah kepercayaan aaaaa😖😖😖,Negatif,i have trust issues aaaaa:confounded_face::confounded_face::confounded_face:,aku punya masalah kepercayaan aaaaa:conffounded_face::conffounded_face::conffounded_face:,I have trust issues aaaaa:conffounded_face::conffounded_face::conffounded_face:
1570,healing banget ga tuh🍃 https://t.co/zQkTnXrGM4,really healing isn't it. https://t.co/zqktnxrgm4,Penyembuhan Banget Ga Tuh🍃 https://t.co/zqktnxrgm4,Netral,healing banget ga tuh:leaf_fluttering_in_wind:,kesembuhan banget ga tuh:leaf_fluttering_in_wind:,Isn't it really healing?:leaf_fluttering_in_wind:
1737,"Hi JK! Seeing that you are happy I am very happy, Do whatever you want while making yourself happy and other people happy too We are always there to support you and bangtan💜#to_jungkook #TO_BTS @BTS_twt https://t.co/HZeLn0d0yb","Hi JK! Seeing that you are happy I am very happy, do whatever you want to make yourself happy and other people happy too We are always there to support you and bangtan💜 #to_jungkook #to_bts @bts_twt https://t.co/hzeln0d0yb","Hai JK! Melihat bahwa Anda bahagia, saya sangat bahagia, lakukan apa pun yang Anda inginkan sambil membuat diri Anda bahagia dan orang lain juga bahagia Kami selalu ada untuk mendukung Anda dan Bangtan💜 #to_jungkook #to_bts @bts_twt https://t.co/hzeln0d0yb",Positif,"hi jk! seeing that you are happy i am very happy, do whatever you want while making yourself happy and other people happy too we are always there to support you and bangtan:purple_heart:","hai jk! melihat kamu bahagia aku sangat bahagia, lakukan apapun yang kamu mau sambil membahagiakan dirimu dan orang lain juga bahagia kami selalu ada untuk mendukungmu dan bangtan:purple_heart:","Hi JK! seeing you happy I'm very happy, do whatever you want while making yourself happy and other people happy too, we are always there to support you and bangtan:purple_heart:"
4512,This is not the point of nowhere. Just believe that it is the point of something new you never thought before. Just stay still ya...... https://t.co/y02N5QYYZJ,This is not the point of nowhere. Just believe that it is the point of something new you never thought before. Just stay still yes ...... https://t.co/y02n5qyyzj,Ini bukan titik di mana -mana. Percaya bahwa itu adalah inti dari sesuatu yang baru yang tidak pernah Anda pikirkan sebelumnya. Tetap saja tetaplah ya ...... https://t.co/y02n5qyyzj,Netral,this is not the point of nowhere. just believe that it is the point of something new you never thought before. just stay still ya......,ini bukanlah tujuan dari mana pun. percaya saja bahwa itu adalah inti dari sesuatu yang baru yang tidak pernah Anda pikirkan sebelumnya. diam saja ya......,it's not a destination from anywhere. just believe that it is the essence of something new that you never thought of before. just keep quiet okay......
3806,Santuy santuy 24 jam lagi baru terasa tegangnya 😭😭😭,Santuy Santuy 24 hours just feel tense 😭😭😭,SANUY SANUY 24 Jam Lagi Baru Terasa Tegangnya 😭😭😭,Negatif,santuy santuy 24 jam lagi baru terasa tegangnya :loudly_crying_face::loudly_crying_face::loudly_crying_face:,santuy santuy 24 jam lagi baru terasa tegangnya :loudly_crying_face::loudly_crying_face::loudly_crying_face:,"relax, calm down, another 24 hours before you feel the tension :loudly_crying_face::loudly_crying_face::loudly_crying_face:"
4330,tau ga apa yg bikin nguras energi? chatan sama crush yang cuek abis.. w selalu bingung jwb apa sedangkan dia suka matiin topik😭,Do you know what makes energy drain? Chanan with Crush who is ignorant ... W is always confused about what JWB while he likes to turn off the topic got,tau ga apa yg bikin nguras energi? chatan sama crush yang cuek abis .. w selalu bingung jwb apa sedangkan dia suka matiin topik😭,Negatif,tau ga apa yg bikin nguras energi? chatan sama crush yang cuek abis.. w selalu bingung jwb apa sedangkan dia suka matiin topik:loudly_crying_face:,tau ga apa yg bikin nguras energi? chatan sama crush yang cuek abis.. w selalu bingung jwb apa sedangkan dia suka matiin topik:loudly_crying_face:,Do you know what drains your energy? chatting with a crush who is totally indifferent... I'm always confused about what to answer even though he likes to turn off the topic:loudly_crying_face:
3351,"Open Jasa Support System ✅Calling 5k/menit, jdi alarm jg bisa ✅chat 10k/hari, +fast respon, klo gk dibales brrti lagi tidur🤣 +ngingetin makan, mandi, sholat, tidur, dll +bisa jd tmpt curhat +bisa buat pamer di story wa ❌tdk membuka jasa vc, krn orngnya introvert🤣 *becanda y","Open Support System Services ✅Calling 5k/minute, so the alarm can also ✅Chat 10k/day, +fast response, if not dibales brrti again sleeping🤣 +remind eating, bathing, praying, sleeping, etc. +can be confided +Can be made to show off on Story WA ❌TDK Opens VC services, because the people are introverted *joke y","Buka Sistem Dukungan JASA ✅Calling 5K/Menit, JDI Alarm JG Bisa ✅Chat 10K/Hari, +Tanggapan Cepat, Klo GK Dibales Brrti Lagi Tidur🤣 +Ngingetin Makan, Mandi, Sholat, Tidur, Dll +bisa jd tmpt curhat +BISA Buat Pamer di Story WA ❌TDK MEMBUKA JASA VC, KRN ORNGYA INTROVERT🤣 *Becanda y",Netral,"open jasa support system :check_mark_button:calling 5k/menit, jdi alarm jg bisa :check_mark_button:chat 10k/hari, +fast respon, klo gk dibales brrti lagi tidur:rolling_on_the_floor_laughing: +ngingetin makan, mandi, sholat, tidur, dll +bisa jd tmpt curhat +bisa buat pamer di story wa :cross_mark:tdk membuka jasa vc, krn orngnya introvert:rolling_on_the_floor_laughing: *becanda y","open jasa support system :check_mark_button:calling 5k/menit, jdi alarm jg bisa :check_mark_button:chat 10k/hari, +fast respon, klo gk dibales brrti lagi tidur:rolling_on_the_floor_laughing: +ngetin makan, mandi, sholat, tidur, dll +bisa jd tmpt curhat +bisa buat pamer di story wa :cross_mark:tdk membuka jasa vc, krn orngnya introvert:rolling_on_the_floor_laughing: *becanda y","open system support services: check_mark_button: calling 5k/minute, can also be an alarm: check_mark_button: chat 10k/day, + fast response, if you don't reply it means you're sleeping: rolling_on_the_floor_laughing: + remembering to eat, shower, pray, sleep, etc. + can so it's a place to vent + can show off on story wa :cross_mark:don't open a vc service, because the person is an introvert:rolling_on_the_floor_laughing: *joking"
2700,"Let's breathe, like the first time.. And you gonna be happy..  And you gonna be happy.. Turn this all around.. When everything is new.. Zero O'Clock."" https://t.co/18H4zpdD4y","Let's breathe, like the first time .. and you gonna be happy ..  And you gonna be happy .. turn this all around .. when everything is new .. zero o'clock. ""Https://t.co/18h4zpdd4y","Ayo bernafas, seperti yang pertama kali .. dan kamu akan bahagia ..  Dan kamu akan bahagia .. putar ini semua .. Saat semuanya baru .. nol jam. ""Https://t.co/18h4zpdd4y",Positif,"let's breathe, like the first time.. and you gonna be happy.. and you gonna be happy.. turn this all around.. when everything is new.. zero o'clock.""","mari kita bernapas, seperti pertama kali.. dan kamu akan bahagia.. dan kamu akan bahagia.. balikkan semua ini.. ketika semuanya baru.. jam nol.""","let's breathe, like the first time.. and you will be happy.. and you will be happy.. turn all this around.. when everything is new.. zero hour."""
472,"As an ambivert, gw sedang dalam menikmati isolasi mandiri ini. Like, jiwa introvert gw literally sedang menguasai badan gw. Jiwa ekstrovert istirahat dulu ya. Petakilannya ditabung buat nanti.","As an ambivert, I'm in enjoying this independent isolation. Like, my introverted soul literally is controlling my body. Extrovert soul rests first. The plot is saved for later.","Sebagai seorang Ambivert, GW Sedang Dalam Menikmati Isolasi Mandiri ini. Seperti, Jiwa Introvert GW secara harfiah meredang Menguasai Badan GW. Jiwa Ekstrovert Istirahat Dulu Ya. Petakilanyaa Ditabung Buat Nanti.",Netral,"as an ambivert, gw sedang dalam menikmati isolasi mandiri ini. like, jiwa introvert gw literally sedang menguasai badan gw. jiwa ekstrovert istirahat dulu ya. petakilannya ditabung buat nanti.","sebagai seorang ambivert, aku sedang menikmati isolasi mandiri ini. seperti, jiwa introvert gw secara harafiah sedang menguasai badan gw. jiwa ekstrovert istirahat dulu ya. petakilannya ditabung buat nanti.","As an ambivert, I'm enjoying this self-isolation. like, my introverted soul is literally taking over my body. Extrovert soul take a break first. Save the plot for later."
240,"Abis deeptalk sama sahabat ku dari SD tentang problem crucial age masing-masing , intinya jalanin aja bro , gak ada problem solving yang pasti .  Biar kehendak Tuhan aja yang ngatur","After Deeptalk with my best friend from elementary school about the problem of crucial age each, the point is just run bro, there is no problem solving that is certain. Let God's will just arrange","Abis Deeptalk Sama Sahabat Ku Dari Sd Tentang Masalah Usia Penting Masing-Masing, Intinya Jalanin Aja Bro, Gak Ada Masalah Memecahkan Yang Pasti. Biar Kehendak Tuhan Aja Yang Ngatur",Positif,"abis deeptalk sama sahabat ku dari sd tentang problem crucial age masing-masing , intinya jalanin aja bro , gak ada problem solving yang pasti . biar kehendak tuhan aja yang ngatur","abis deeptalk sama sahabat ku dari sd tentang problem krusial usia masing-masing , intinya jalanin aja bro , gak ada problem solver yang pasti . biarlah tuhan aja yang ngatur","After a deep talk with my friend from elementary school about the crucial problems of each of our ages, basically just do it bro, there is no definite problem solver. Just let God control it"
2150,"Is that even a minus? I mean, We can ruin the multiverse together. https://t.co/6TK4QTU0wj","Is that even a minus? I mean, we can ruin the multiverse together. https://t.co/6TK4QTU0WJ","Apakah itu minus? Maksudku, kita bisa merusak multiverse bersama. https://t.co/6tk4qtu0wj",Netral,"is that even a minus? i mean, we can ruin the multiverse together.","apakah itu termasuk minusnya? Maksudku, kita bisa menghancurkan multiverse bersama-sama.","is that a minus? I mean, we could destroy the multiverse together."
1374,Going into new year with your lifetime support system 🤍 @ Leuweung Geledegan Ecolodge Bogor https://t.co/HNp9waYQ4Q,Going into new year with your lifetime support system 🤍 @ leuweung peledegan ecolodge bogor https://t.co/hnp9wayq4q,Pergi ke Tahun Baru dengan Sistem Dukungan Seumur Hidup Anda 🤍 @ Leuweung Geledegan Ecolodge Bogor https://t.co/hnp9wayq4q,Positif,going into new year with your lifetime support system :white_heart: @ leuweung geledegan ecolodge bogor,memasuki tahun baru dengan sistem pendukung seumur hidupmu :white_heart: @ leuweung geledegan ecolodge bogor,enter the new year with your lifelong support system :white_heart: @ leuweung geledegan ecolodge bogor
