cleaned_tweet,label,backtranslated_tweet
malam minggu overthinking...,Negatif,Malam minggu thinking too much...
the reason isnt really acceptable bcs saying that “sparks isnt there again “ is just the tip of iceberg of what actually been missing either from the relationship or ourselves. that feeling should be elaborated to decide to end it or not,Negatif,The reason it isn't really accepted Bcs says that sparks don't exist anymore is just the tip of the mountain is what it actually is lost either from the relationship or from ourselves.
31 des beres2 rumah siapatau ntr jadi cus staycation........di rumah mama,Netral,31st of December 2nd house readyatau ntr so cus staycation........di rumah mama
"i prefer nectarine than plum. ya tapi, supermarket-supermarket sepertinya lebih suka jualan plum. nemu nectarine baru 1 kali di superindo cibinong tahun lalu, diskonan pun. mungkin kurang populer nectarine ini. :slightly_frowning_face:",Negatif,"I like nectarine more than plums. Yeah, but supermarket-supermarket seems to like selling plums."
"slowly but sure, the place where i have supposed to feel secure make me even more insecure.",Negatif,"Slowly but surely, the place where I should feel safe makes me more not safe."
tujuan mau healing kok malah capek gini. healingnya malah jadi beban cuk,Negatif,I want to make you feel tired.
hi :) here's my new cover such sad song i can relate to- such sad song i can sing while in tears- cz i'm nothing but a liability;,Negatif,This is the cover of my new song sad i can relate to- song sad i can remember you while in the air mata-
staycation sm bencong mageran. ga ada yng masak ga asik.,Negatif,I have a baby cook.
"sudah saatnya menpora lebih fokus pengembangan secara serius terhadap cabot yang berprestasi daripada cabor bola. indonesia cuma fomo aja sama bola tuh. saat vietnam dan thailand lagi naik, indonesia engga mau kalah padahal kualitas sedang tidak setara.",Negatif,It is time for youth to focus more on developing seriously towards achievements that are better than football.
ada aja buat bahan overthinking,Negatif,I'm not going to make any excesses.
"instead of a happy month, march is always sad for me. even on my bday.",Negatif,"Instead of happy months, Maret always reminds me of bagiku."
clingy rasanya ga enak banget :loudly_crying_face::loudly_crying_face:,Negatif,It's really nice.
punya cf jg di second isinya emg org2 yg bener2 deket aja / yg udah kenal dr lama. isi cf cm dikit isinya jg cewe2 yg dkt/ bestie dr sd-kuliah. dan itu bisa diitung pake jari,Netral,I have a cf jg di detik it contains emg org2 yang bener2 deket aja / yang sudah kenal dr lama. isi cf cm dikit it contains jg cewe2 yg dkt/ bestie dr sd-kuliah. dan itu bisa diitung pake jari
"tidak ada kesehatan tanpa kesehatan mental."" - david satcher -",Netral,"There is no health without mental health"". - David Satcher"
akhirnya staycation :smiling_face_with_hearts:,Positif,Finally I stayed here.
"trio sinchan :zany_face: • • • ending part, paling mebagongkan si bocil :rolling_on_the_floor_laughing: (31.07.22) @ jakarta, indonesia",Netral,"Trio Sinchan:zany_face: • • • • • bagian akhir, paling mebagongkan si bocil:rolling_on_the_floor_laughing: (31.07.22) @ jakarta, indonesia"
"fpi hanya kendaraan kalo mau di bubarkan kami bikin wadah/kendaraan baru, nama nya ttp sama fpi jadi kami mh santuy",Netral,If you want to be a buffarin we are going to be a buffarin'
deep talk session with :crescent_moon::new_moon:,Netral,I'm going to talk to you.
"kumpul laporan serasa kumpul skripsi, anxiety muncullll",Negatif,I'm going to write a report.
kok overthinking ku makin jadi..mah susah dewe..heeessss jannn:sleepy_face::smiling_face_with_tear:,Negatif,I think I'm too much to become.
nemu ada yang save no crush pake “:red_heart:” is another level of pain.,Negatif,I'm not sure if I'm going to be able to get a good one.
"used to...sampe akhirnya gue nyerah, even though my heart still skipped a beat at a mention of his name or when i saw him behind the glass...i've tried to fight this feelings for many times, the feelings that i thought would be temporary, turns out it linggers for years",Negatif,"I've always... finally I'm never, even though I still hated to jump when I mentioned his name or when I saw him behind the glass... I've tried to fight this feeling many times, feeling that I thought would be temporary, it turned out it lingered for years"
"mulai mood swing banget rasanya kayak mau meletus balon hijau dan hatiku sangat kacau :exploding_head: pas cek aplikasi, 6 day getting period. well, welcome ****. :upside-down_face:",Negatif,I'm not sure what I'm going to do.
hampers hampir jadi budaya. bentar lagi dapet hampers jadi wishlist. mikir bales hampers bikin overthinking. siap siap kecewa yg punya mindset gini.,Negatif,Bentar is getting HAMPER back on the wish list.
toxic yg sesungguhnya berasal dari yg gak kenal tapi sok kenal. probably this is the best thing happened in 2021,Negatif,Berbisa yang actually comes from yang i don't know but i know. maybe this is the best thing that happened in 2021
kok bisa ya org off sehari doang tp sampe staycation huhu,Negatif,Kok bisa ya org off sehari doang tp sampai staycation huhu
"anxiety attack, 9.13 am",Negatif,"Attack of the Anxiety, 9.13am"
"this life is good. everything that happens, even the bad ones, its meant to make life better.",Positif,"Everything that happens, even the bad, is meant to make life better."
nampak sepi bestie:face_with_hand_over_mouth:,Netral,See also: wajah_dengan_tangan_atas_bibir
kataku si aku mending sibuk vote dah daripada sibuk mikirin dia ya kan bestie,Positif,Kataku si aku memperbaiki sibuk memilihnya daripada sibuk mikirin dia ya kan bestie
"if the devil cannot get you from the outside, he'll get you from the inside. whatever side he attacks you from, don't let him win.",Positif,"If Iblis can't get you from outside, he'll get you from inside."
kapan kelarnya ini masalah pengen punya org yang jadi support system yang selalu ad yang nemenin depresi lama lama dah,Negatif,When kelarnya this problem i want to have org yang so system support yang always ad yang nemenin depression lama lama dah
안녕! 우리 돌아왔다! :heart_exclamation::sunflower::rolling_on_the_floor_laughing::waving_hand: hai mantan :victory_hand::rolling_on_the_floor_laughing: @ kepo lo ah!,Netral,Ha! kami kembali! :heart_exclamation::sunflower::rolling_on_the_floor_laughing::waving_hand: ha: ex-victory_hand::rolling_on_the_floor_laughing: @kepo lo ah!
healing terbaik:grinning_face:,Positif,Healing best: smiling face:
reply what are f.....g doing america is not a bigoted country where are you coming from the moon bargain made perfect sense biden actually did more than any president in his first hundred days and then it any presidents in history i'm really sad that i heard a black man say that,Negatif,The answer is what you f.....g do America not the bigot country where you come from the moon deal making sense perfect Biden actually did more than the president anything in a hundred days of his life and then it is the president anything in history I am really sad that I hear a black man say that
"bersyukur banget, punya support system yang pro banget :red_heart: makasih yaaallah..",Positif,"Thank you very much, I have a support system for Yang very much."
yesterday's recap. thanks jxb also ma bestie yg udah mau nemenin keliling + muter2 hall jgn kapok y:folded_hands::smiling_face_with_open_hands:,Positif,Thanks also ma bestie yang sudah mau nemenin keliling + muter2 hall jgn kapok y:folded_hands::smiling_face_with_open_hands:
"hati-hati musim hujan, bestie :smiling_face: @ cinde wulung",Netral,I'm not going to be able to do this.
jujurly perut w kroncongan mulu dari awal khotbah:(,Negatif,Jujur saja perut di kroncongan mulu dari awal khotbah: (((
tapi aku overthinking. pacarku kayaknya udah ga sayang aku hahahaha ada ada aja:slightly_smiling_face:,Negatif,But I think it's too much. My girlfriend seems to have lost her love for me.
"thank you indonesia :Indonesia: it had been a while since i'd seen such a beautiful, entrepreneurial country with such great people. i will be back soon!! i promise.",Positif,Thank you Indonesia: Indonesia: I've been watching the country that is beautiful and I'm going to work with the great orang-orang.
"thank you so much for spreading the awareness:red_heart: our boys #에이티즈 &amp; us #에이티니 always have to face this kind of unfair treatment, even tho we were in no fault here and plagiarism issue is no joke. so i hope this issue will get formal statement to clear the misunderstanding..",Positif,Thank you so much for spreading this awareness. so I hope this issue will get an official statement to clear up this misunderstanding.
dahlah healing dari segala karungsing:),Netral,Dahlah penyembuhan dari segala karungsing:)
"bismillahi rahmanir rahim ware logistics &amp; mol project are expanding into the world, slowly but steadily, while building a collaborative team that transcends differences in business, occupation, and nationality. the end of 2020, welcome 2021",Positif,"Projects logistics &amp; mol businessmillahi rahmanir rahim ware developing to the world, slowly but consistently, while building a team collaborative that goes beyond the differences in business, pekerjaan, dan kebangsaan. akhir 2020, selamat datang 2021"
"fungsi membeli dagangan tetangga adalah selain membantu beliau2, juga bisa ""nonggo"" in a good ways. ukhuwah islaminya tetep terjaga, bisa ngobrol ngalor ngidul, dan somehow mreka duluan yg dtg klo ada kesusahan :smiling_face:",Positif,"I can also ""nonggo"" with a way that is good."
"hari ini knp deh urusan mypd gatot numpang ngadem, mkn pisang doank mampir ab, just 2b even with d disappointment waiting 45 lamaaa di per4an yg sama - awal drama hr ini :slightly_frowning_face:",Negatif,"Today is not my business, I don't want to stop, eat banana don't want to stop, only 2b even with d kekecewaan waiting 45 lamaaa per 4an yang sama - drama beginning this:"
"hey,i know you're a good boy,a good man, a good person. i never trust the issues in the first place. please take care,stay healthy and enjoy your time as always,kim mingyu . i love you,gonna miss you so much! :heart_suit: thanks pledis for everything you do to our mingyu .:heart_suit:",Positif,"I don't believe in problems in the first place please keep healthy and enjoy your time like usual, Kim Mingyu."
"yang mestinya minggu santuy, but time to fast hyuuung, so fighting to work a draft proposal thesis :)",Negatif,"Yang mestinya minggu santuy, but it's time for fasting hyuuung, so struggling to work on draft proposal thesis :)"
"bruh we literally living in a world divided between stubborn old post-power syndrome boomers and (also) stubborn so-called ""freethinker"" millennials and gen-zs, both thinking that the world would be better under them.",Negatif,"We are living in the world that is terbagi between kaum tua yang keras kepala dan (juga) keras kepala yang called ""pemikir bebas"" millennial dan gen-zs, both think that the world will be better under them."
