cleaned_tweet,label,backtranslated_tweet
sold all my $btc for $eth and some altcoins under ethereum network a while ago. so far so good.,Positif,I sold all my B.C. dollars for $eth and some altcoins under the Ethereum network a few days ago.
"waiting on mas-mas laundry yg lagi pergi beli makan. literally.. (pictured here, le me who haven't taken a shower in 2 days)",Netral,"Waiting for the Mass cooking yang again go buy food. literally.. (di gambar di sini, le saya yang belum mandi dalam 2 hari)"
jam jamnya overthinking..,Negatif,I think I'm going to be too much.
"happy friday uda lama ga foto portfolio • some picts are excited for weekend even you just sleep at home. • • @ medan, indonesia",Positif,"Happy Friday uda lama ga foto portfolio • beberapa gambar teruja untuk akhir pekan bahkan Anda hanya tidur di rumah. • • @ medan, Indonesia"
(self healing!)semua akan berpaling ..semua akan me-refund ke diri masing-masing ..mengalir bukan tujuan diri ..tetapi untuk melihat situasi dan kondisi ..dan mengambil cara yang relevan ..agar tidak terpatahkan ..,Positif,(penyembuhan diri!) everyone will return .. everyone will return to diri each .. i mean not the goal diri .. but to see the situation and the conditions .. and take the way that is relevant .. if not to find it ..
"your project is very good,the whitepaper is also very clear, i hope your project can be successful and successful in the future. i also hope the community can grow even bigger than now..",Positif,"Projectmu is very good, whitepapernya is also very clear, hopefully your project can be successful and successful in the future."
"even it's just one person who watch my premiere, im still thankful for that:folded_hands:",Positif,"Even if only one orang yang watched my perdana, I'm still grateful for it:folded_hands:"
"tetap tenang tetap santuy bismillah wa pasti bisa kan uda tau konsequensi nya harus siap melewatinyaa, aaa anjir gugup jua meeting ama pt.pama persada",Positif,I'm going to be a little more quiet. I'm going to be a little more quiet.
"happy new year, i hope this year begins with blessings and goodness, honestly it's been quite painful and tiring for the past 2 years. and for the men i've idolized for the past 5 years, stay happy and thank you for sticking with us (bangtan &amp; army) until now♡.",Positif,"Happy New Year, may this year begin with blessings and kindness, honestly it has been very sick and melahkan for the last 2 years."
tester tester:grinning_face_with_sweat: bikin lonsay buat sarapan besok. jadi besok pagi bisa santuy. biar khusuk nonton si rona sama vicenzo,Netral,Tester tester: smiley_wajah_dengan_perkeringat: bikin lonsay make breakfast tomorrow. so tomorrow morning can be suci. let khusuk watch si rona sama vicenzo
see the different between jogging listen the music and watch reels.. i lost 0.5 km in track while i'm watching reels..:crying_face:,Negatif,Look at the difference between jogging listening to music and watching the game.
"i know it's too much, but honestly i'm happy ..",Positif,"I know it's too much, but honestly I'm happy.."
kenapa si overthinking mulu capek tau gak:loudly_crying_face::loudly_crying_face:,Negatif,Why are you too busy thinking?
"meis itu asik banget tempat nya ada pantai. ada mall tempat makan solaria, starbucks, dll bisa healing di ancol pula kalo bosen main ke dufan enak jg :rolling_on_the_floor_laughing:",Positif,"This is a nice place on the beach. There is a mall where you can eat solarium, Starbucks, etc."
"pagi” duduk di roof top rumah, merajut, sambil denger cicitan burung. healing murah meriah.",Positif,"I'm sitting in the roof of the house, just sitting there, listening to the birds."
which is the most difficult task?controlling flocks of sheep or a swarm of humans,Netral,What is the most difficult task?
"menarik, siapa yg akan keluar? darren or martin? honestly i'd like to see martin stay in rush green",Netral,"Interesting, who's going to come out Darren or Martin?"
"soswit bgt ketika tae seriing bgt bilang ""jimin ah, saranghae"" ke jimin terus jimin jugaa ""my love"" aghhhhhh the real soulmate. need vmin in my life for my bestie :pleading_face:",Positif,"When I was in the middle of a conversation, I said ""Jimin ah, saranghae"" to Jimin and Jimin continued playing ""cintaku"" aghhhh, jodoh sejati."
healing kecil-kecilan,Netral,The Commission shall adopt the following measures:
365/365terima kasih 2021 udah kasih banyak pelajaran dan puji tuhan 2021 udah terupgrade..makasih buat setiap orang dihidup gue yang pernah kutulis dilembar buku 2021 ini.. setiap kisah senang dan sedih! whatever that is thank you!see you on 2022! my new journey has started!,Positif,365/365thank you 2021 already have many lessons and praise god 2021 already upgraded..thank you for every person in my life who has ever written this 2021 dilemma book.. every story is happy and sad! whatever it is thank you! till we meet in 2022! my new journey has begun!
having toxic relationship with my trust issues :smiling_face_with_tear:,Negatif,I have a relationship with my family.
"sama ma, aku juga kepo mama akan berbesan dengan siapa:slightly_smiling_face:",Positif,"Sama ma, I'm also going to talk with you."
"sebelumnya ada rencana raker di luar kota, ternyata batal. dan siang ini beneran fathan minta staycation tak terduga, tapi di rs. cepet sembuh nak. moga segera sehat, nggak demam lagi, bisa dan mau makan dengan lahap",Negatif,"Before there was a plan to do a rack outside the city, it turned out to be a battle."
"setelah banyak sharing dg apipol, kami menyimpulkan bahwa merantau adalah healing yg tepat untuk mententramkan fikiran. menjadi dewasa dan berfikir kompleks ternyata tidak enak. but isokei.",Positif,"After sharing a lot about apipol, we concluded that merantau is the perfect way to keep your mind."
how do they keep finding even dumber wh press secretaries? :face_with_rolling_eyes::unamused_face:,Negatif,How do they keep finding even more idiots when press secretaries?
"aku tiap hari""hari ini gamau megang laptop, istirahat duli kan masih sakit""while kenyataany ooo tidak tidaaak",Negatif,"I'm every day ""hari ini gamau megang laptop, rest from this can still hurt"" while kenyataany ooo tidak tidak ada"
"im gonna find someone, someday, who might actually treat me well, this is the big world!!",Positif,"I'll find someone, someday, who might really treat me well, this is a big world!!"
"sunsetz, nothings gonna hurt u baby, crush, sweet",Positif,"Sunset, there is nothing that will hurt you, darling, darling"
"need around a month to reached 1000k vax, and the target is 180000k vax. so we need 180 months. die :loudly_crying_face::loudly_crying_face:",Negatif,"It takes about a month to reach 1000k vax, and the target is 180000k vax. So we need 180 months."
"saya pernah jadi anak kek gini, jaman saya **** in denial jadinya nyari pelarian dari nafsu seks dengan mendukung fanatik beginian, supaya ""energinya dilampiaskan kesitu"", dan itu terbukti di buku orwell. gerakan fanatik membungkam seksualitas utk diserap energinya/eksploitasi.",Negatif,"I have been a kid ever since, a time when I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager, and I was a teenager."
memang butuh support system buat confidence lagi :pleading_face:,Positif,We need a system of support to make us trust ourselves again:
hai. barangkali temen temen twitter aku berkenan buat bantu follow :) seminggu kemaren fokus buat nyoba buka usaha thrifting ini dan ya semoga lancar untuk kedepannya.,Netral,Hi. I'm a friend of mine on Twitter and I'm going to make a follow up.
iya bener sih face genius ini maksudnya memang even when kita mau berusaha kayak mana ya susah ngalahin yang emang dr sononya udah ky cha eun woo.,Netral,"Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah,"
"until everyone's vaccinated, i'll still gonna wear a mask.. even if i already got my 2nd vaccine.",Netral,"Until all the people get vaccinated, I will still use the topeng... even if I have got a second vaccine."
sempet sempetnya overthinking di malam tahun baru :loudly_crying_face::loudly_crying_face:,Negatif,Sempet sempetnya thinking excessive di malam tahun baru:
but seriously the reason i could wake up at 6 on sunday is either gym or work and yes i was on my laptop at 6 am while waiting for the dog food to defrost :smiling_face_with_tear:,Netral,But serious reason I can get up at 6am on Sunday is good gym or work and ya I'm on my laptop at 6am waiting for food for me:
"my heart is like an open highway like frankie said, ""i did it my way"" i just want to live while i'm alive it's my life :face_with_tears_of_joy:",Positif,"I hate it like a road is open like Frankie says, ""I'm doing it my way"" I just want to live for as long as I live my life this life my:"
"both &amp; are leaders in eco-friendly field, one in blockchain, &amp; one in racetrack. this collaboration surely will lead to success as more people recognize what is all about &amp; how it different to other blockchains",Netral,"We are both leaders in the environmentally friendly field, one in blockchain, and one in racetrack. This collaboration will definitely lead to success because more people realize what it means and how it is different from other blockchain."
"ibu gogo ni kalau merasa ga gesek atm, santuy aja bu. tp saat itu posisi atm kan sm anak ibu. ya kalau bukan ibu, tanyain anak ibu **** jgn nyumpahin org yg udh ga ada. wkt orgnya msh ada, diem bae lu bu.",Negatif,I'm going to be a mother if I feel like I'm not a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother if I don't feel like I'm a mother
asli pengen bgt deep talk sama u. ngomongin semua yg gaenak dgn jujur,Netral,I want to talk to you.
pen gue spill usn nya ke reva biar tau seberapa bucin doi wkwk,Netral,I'm going to tell you how much money I need to spend.
"tiba-tiba managerku call, jelasin mau ajak staycation bareng temen kantor se dept (total jadi ber3 aja si, lagi 1 orang ga bisa), di villa daerah seminyak, check in hari sabtu tgl 6 maret. ""aku butuh liburan, bisa kan ikut? biar seru"" ""nggih pak"" emang the best punya atasan :two_hearts:",Positif,"Suddenly my manager called me, making it clear that I want to go on vacation with my friends at the office (total so be it, there is no one else), in the villa regional seminyak, check on the day of saturday till 6th of march."
