emoji_en,label,backtranslated_tweet
365/365 thank you 2021 for love a lot of lessons and praise **** 2021 already upgraded ... thanks for everyone in my life that i have written in this 2021 book ... every story is happy and sad! whatever that is thank you! see you on 2022! my new journey has started!,Positif,365/325 Thank you 2021 for the love of many lessons and praises **** 2021 has been improved... thank you for all the people in my life that I have written in this book 2021... every happy and sad story! whatever thank you! see you on 2022! my new journey has begun!
have toxic relationship with my trust issues :smiling_face_with_tear:,Negatif,has toxic connections with my trust issues:
"same ma, i also want to make you a order with whom",Positif,"Same ma, I also want to make you command with whom"
"previously there was a plans for a meeting outside the city, it turned out to be canceled. and this afternoon fathan really asked for an unexpected staycation, but in the hospital. hurry up, son. i hope you will be healthy soon, don't have a fever anymore, you can and want to eat with gusto",Negatif,"Earlier there was a plan for a meeting outside of town, it was canceled. and this afternoon the fathan really asked to stay unexpectedly, but in the hospital."
"after a lot of sharing with apipol, we concluded that migrating is the right healing to determine the mind. being an adult and thinking complex turns out to be uncomfortable. but isokei.",Positif,"After a lot of sharing with the fire, we concluded that migration is the proper cure to determine the mind, to become an adult and to think complex is uncomfortable, but isokai."
how do they keep flinding even dumber wh press secretaries? :face_with_rolling_eyes::unamused_face:,Negatif,How do they keep flickering even the stupid wh press secretary?: face_with_rolling_eyes::
"i am every day ""today i don't have to hold a laptop, rest and still hurt"" while reality",Negatif,"I'm everyday. ""Today I don't have to hold the laptop, rest and still sick"" while reality"
"im gonna find someone, someday, who is might actually treating me well, this is the big world !!",Positif,"I will find someone, someday, who may really treat me well, this is a great world!!!"
"sunsetz, nothing gonna hurt u baby, crush, sweet",Positif,"sunsetz, nothing gonna hurt u baby, crush, sweet"
"need around a month to reached 1000k vax, and the target is 180000k vax. so we need 180 months. die &ht://t.co/c13dwlgfqo",Negatif,"It takes about a month to reach 1000k vax, and the target is 180000k vax. So we need 180 months. Off &ht://t.co/c13dwlgfqo"
"i was once a child like this, my time was **** in denial, so i was looking for an escape from **** appetite by supporting fanatics like this, so that ""the energy was ventured there"", and it was proven in the book orwell. fanatical movements silence sexuality to absorb their energy/exploitation.",Negatif,"I used to be a kid like this, my time was **** in denial, so I was looking for escape from **** appetite by supporting fanatics like this, so ""the energy was brave there"", and it was proven in orwell's book. The fanatical movement silenced sexuality to absorb their energy."
"indeed, need a support system for confidence again :pleading_face:",Positif,"indeed, requires support system for more trust: please_face:"
hi. perhaps my twitter friends are pleased to help follow :) a week ago focus on trying to open this thrifting business and yes hopefully smoothly for the future.,Netral,Hi. Maybe my Twitter friend was happy to help us follow:) a week ago focused on trying to open this savings business and yes hopefully smoothing out for the future.
"yes, this genius face really means that it is even when we want to try like which is hard to beat what is really from the sono already cha eun woo.",Netral,"Yes, this genius's face really means that it's even when we want to try like it's hard to beat what's really from sono already cha eun woo."
"until everyone's vaccinated, i'm still gonna wear a mask .. even if i already got my 2nd vaccine.",Netral,"Until everyone was vaccinated, I would still wear a mask.. even if I had got my second vaccine."
i was very overthinking on new year's eve free,Negatif,i'm so overthinking on a free New Year's Eve
but seriously the reason i could wake up at 6 on sunday is either gym or work and yes i was on my laptop at 6 am while waiting for the dog food to defrost :smiling_face_with_tear:,Netral,But seriously the reason I can wake up at 6 is on Sunday either the gym or work and yes I'm on my laptop at 6 in the morning while waiting for dog food to defrost: smiling_face_with_them:
"my heart is like an open highway like frankie said, ""i did it way"" i just want to live while i'm alive it's my life :face_with_tears_of_joy:",Positif,"My heart is like an open highway like Frankie saying, ""I do it the way"" I just want to live while I'm alive it's my life: face with an ear-of-joy:"
"both & amp; are leaders in eco-friendly fields, one in blockchain, & amp; one in racetrack. this collaboration surely will lead to success as more people recognize what is all about & amp; how it is different to other blockchains",Netral,"both & amp; are leaders in environmentally friendly fields, one in blockchain, & amps; one on racetracks. This collaboration will surely cause success as more people recognize what is all about &amp; how different from the other block chain"
"gogo's mother, if you feel like you're not swipe atm, santuy, ma'am. but at that time the atm position was sm's child. yes, if it's not a mother, ask the mother's child, don't swear people who don't exist. the person is still there, you will be stuck.",Negatif,"Gogo mother, if you feel like you're not swipe atm, satuy, ma'am. But at that time the position atm is child sm. yes, if it's not a mother, ask for a mother's child, don't swear a person who doesn't exist. people are still there, you'll be trapped."
original want to be very deep talk and u. talking about everything that is not honest,Netral,Originals want to be very deep talk and u. talk about everything that's not honest.
my pen my spill is to reva so i know how much bucin he wkwk,Netral,My pen spills my to reva so I know how many burins she wkwk
"suddenly my manager calls, explain i want to invite staycation with friends of the office sector (total so 3, again, 1 person can't), in the seminyak regional villa, check in saturday on march 6. ""i need a vacation, can you come along? to be fun"" ""nggih sir"" indeed the best has a boss :two_hearts:",Positif,"Suddenly my manager called, explaining I wanted to invite a staycation with the office sector friends (total to 3, again, one person couldn't), at regional oil villa, check in Saturday on march 6."
"besides, just posting a kissing video is strange. even your friends are really your best friend, so it's not public consumption. unsettling and making it uncomfortable.",Negatif,"Besides, just post weird kissing videos. Even your friends are really your best friends, so it's not public consumption. Annoying and making it uncomfortable."
even when he's sitting down the height difference isn't that far got imagine standing next to seoham i look like a thumb,Negatif,Even when she was sitting under a high difference not too far imagine standing next to the seoham I look like a thumb
"earlier, i was a blasphemy, then dinda's phone. covid + anxiety makes feelings today. continue to be sent a book with the koran :smiling_face_with_open_hands::sparkles:",Positif,"earlier, I was blasphemous, then telephoned. covid + anxiety makes today feel. kept sending a book with newspaper:smiling_face_with_open_hands::sparkles:"
