tweet,label,backtranslated_tweet
"teman saya memberikan tantangan lain, sama seperti ketika saya menjawab manuela saat itu. kali ini barry. dan lagi, apa yang saya buat lagi kagum teman -teman saya. bahkan jika ada tantangan lain, semoga saya bisa melakukannya. :beaming_face_with_smiling_eyes::fire:",Positif,"Temanku memberiku tantangan lain, sama seperti saat aku menjawab manuela saat itu. aku harap aku bisa melakukannya."
"sekarang saya tahu masalah kepercayaan itu nyata, dan itu sangat menyakitkan",Negatif,"Sekarang aku tahu masalah kepercayaan itu nyata, dan itu sangat menyakitkan."
akankah burnout genshin wkwk,Negatif,Akan membakar genshin wkwk
croffle + ovomaltine + es cream coklat = jujurly endulita :smiling_face:,Positif,shuffle + ovomaltine + brown ice cream = jujur endulita :smiling_face:
cape terlalu banyak berpikir,Negatif,lelah terlalu banyak berpikir
"carat, maknae kami sekarang berada di posisi ke -11! terus voting untuknya secara konsisten, mari masuk ke 10 teratas atau bahkan lebih sebelum jajak pendapat berakhir:pleading_face::yellow_heart: #디노 #세븐틴",Netral,"By the way, esensi kita sekarang dalam posisi 11! tetap memilih untuk dia secara konsisten, mari kita pergi ke atas 10 atau bahkan lebih sebelum berakhir jajak pendapat: pleggding_face:::yeellow_heart: #"
penyembuhan kok mam boncabe :rolling_on_the_floor_laughing:,Negatif,heaving Kok mam boncabe :rolling_on_the_found_laughing:
hobi pram 2021: deeptalk sama orang.,Netral,Sebuah prem 2021 hobi: berbicara mendalam dengan orang-orang.
"h-1 mulai gelisah, mager, dan overfinking",Negatif,"h-1 semakin gelisah, mager, dan overfinking."
tidak memiliki kecemasan,Positif,tidak memiliki kecemasan
jujur ... visual aespa rata -rata ..,Netral,jujur... aespa visual rata-rata..
sesekali bhehlah narsis mengagumi diri sendiri. :rolling_on_the_floor_laughing::smiling_face_with_smiling_eyes::face_with_hand_over_mouth: :growing_heart: @ pamrol tangsel,Positif,Kadang-kadang narsisme mengagumi diri mereka sendiri.: rolling_on_the_flear_laughing::::smiling_face_s::face_with_hand_mouth:::::growing_heart: @ pamroll tangsel
disaat ini gw dah ga mikir siapapun lol. yg gw pikir cmn. saya hampir mati rasa. saya masih bisa merasakan sakitnya. tapi tidak seburuk sebelumnya meskipun yang ini seharusnya lebih menyakitiku. saya hampir mati rasa.,Negatif,sekarang aku tidak memikirkan siapapun kurasa aku sekarat aku masih bisa merasakan sakit
berpikir yaa? yaa iyyahhh,Negatif,"Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah."
video baru saja mengarim @ zona santuy,Netral,video baru saja dikirim
"diri ini mood mood swing swing skali:pleading_face: apa aja yg sedyh bisa teikut nangis, hbs itu ketawa lagi:upside-down_face:",Negatif,diri sendiri di sayap sayap kali:
"denial itu boleh, tapi kalau kamu merasa ada kpastian, kenapa nggak?",Netral,"Penolakan baik-baik saja, tetapi jika Anda merasa ada kepastian, mengapa tidak?"
penyembuhan mandiri,Positif,Sembuhkan diri.
"yahene og terlalu banyak berpikir yahene i madang brouu, lawuhe ro gule le gawe mamak mau aran jozzzz bingits",Negatif,"Yaeog terlalu banyak pikir yaene aku maldang bruuuu, lawuhe ro le gawe mamak mau aaran jozz bingits"
"tuku di tahun 2020 terimakasih suda berlahan sejauh ini, kamu pantas bahagia, kamu pantas mendapatkan cinta, kamu pantas memilisi teman, kamu pantas memilih gargan siapa kamu dapat bahagia. jangan yang terlalu banyak berpikir, jangan egois, jangan gengsi untuk bilang maaf,",Positif,"terima kasih banyak sejauh ini, kau pantas mendapatkan kebahagiaan, kau layak mendapatkan cinta, kau layak untuk memiliki teman, kau berhak untuk memilih dengan siapa kau bisa bahagia jangan terlalu banyak berpikir, jangan egois, jangan bangga untuk mengatakan maaf"
"2021 - bahagia, terluka, penyembuhan pada saat yang sama :slightly_smiling_face:",Netral,"2021 - senang, terluka, penyembuhan pada saat yang sama:slightly_smiling_face:"
meditasi malam ini enak banget. semua beban rasanya nguap aja. semoga diberkati usaha penyembuhan ini ~ suwun gusti yesus :blue_heart:,Positif,rasanya malam ini enak sekali. semua yang kita isi semua tampak sakit jantung biru:
berpikir berlebihan sama diri sendiri,Negatif,coba pikir lagi seperti dirimu sendiri
bahkan connor masih belajar meskipun menjadi atlet terkaya di dunia,Positif,Bahkan connor masih belajar meskipun menjadi atlet terkaya di dunia.
aku naksirmu dengan setia tapi kemudian itu menabrak saya,Negatif,Aku jatuh cinta pada Anda setia tapi kemudian memukul saya
"org-org suka sada pengen bgt saya waktu kmn-mna s e n d i r saya sebenarnya bnr-bnr sendiri weh kitu, naha aku mh teu bisa kmn-mna sendiri. gatau knp, ke alfa depan perempatan aja di anter :) yg nantter nya lengkap 2 bodyguard.",Negatif,"Orang-orang seperti saya ketika kita akan bersama-sama atau mengapa, ke kuartal berikutnya di anter."
ini hampir seperti pelacur yang sebenarnya seperti gadis bersembunyi:melting_face::melting_face:,Negatif,Ini hampir seperti pelacur nyata seperti seorang gadis bersembunyi keluar:
ini..... zara sebenarnya 18 bagaimana dia bisa ..... ah dahlah,Negatif,"Ini sebenarnya 18. bagaimana dia bisa... ah, itu saja."
"cara saya terlalu sering menggunakan istilah ""jujurly"" hari ini",Negatif,"Cara saya menggunakan istilah ""jujur"" terlalu sering hari ini"
"duh, ya:OK_hand_light_skin_tone: terima kasih atas perhatian anda. :weary_face::sneezing_face:",Positif,"duh, yes:OK_hand_light_skin_tone: terima kasih atas perhatian Anda.:weary_face: bersin_face:"
nama: nn.d hobi: ngajak overfinking bareng,Negatif,nama: n.d hobi: mengundang overfinking bersama
bahkan ratu mudik menangis ... ~,Netral,Bahkan ratu menangis... ~
"tuhan, saya berterima kasih kepada anda bahkan sebelum itu terjadi.",Positif,"Tuhan, aku berterima kasih bahkan sebelum itu."
menjual semua $ btc saya seharga $ eth dan beberapa altcoin di bawah ethereum network beberapa waktu lalu. sejauh ini bagus.,Positif,Menjual semua dolar btc saya untuk eth dan beberapa altcoin bawah jaringan etereum beberapa waktu lalu.
"menunggu mas-mas laundry yg lagi pergi beli makan. secara harfiah.. (foto di sini, le me who belum mandi dalam 2 hari)",Netral,"Menunggu lebih banyak cucian untuk pergi membeli makanan secara harfiah di sini, le saya yang belum mandi dalam 2 hari."
jamnya terlalu banyak berpikir ..,Negatif,Jam berpikir terlalu banyak..
"happy friday uda lama ga foto portofolio • beberapa gambar bersemangat untuk akhir pekan bahkan anda hanya tidur di rumah. • • @ medan, indonesia",Positif,"Happy Friday uda old ga photo portofolio • some excited pictures for weekend even you just sleep at home. • @ field, Indonesia"
(self healing!)semua akan berpaling ..semua akan me-refund ke diri masing-masing ..mengalir bukan tujuan diri ..tetapi untuk melihat situasi dan kondisi ..dan mengambil cara yang relevan ..agar tidak terpatahkan .. //t.co/7t5jemdush,Positif,Semua akan berbalik dan semua akan mengembalikan dana satu sama lain bukan untuk melukai diri sendiri tapi untuk melihat situasi dan kondisi dan mengambil cara yang relevan untuk tidak rusak.. /t.co/7t5jemdush
"proyek anda sangat bagus, whitepaper juga sangat jelas, saya berharap proyek anda bisa sukses dan sukses di masa depan. saya juga berharap komunitas dapat tumbuh lebih besar dari sekarang ..",Positif,"Proyek Anda sangat bagus, kertas putih juga sangat jelas, saya harap proyek Anda dapat sukses dan sukses di masa depan."
"bahkan itu hanya satu orang yang menonton pemutaran perdana saya, saya masih berterima kasih untuk itu:folded_hands:",Positif,"bahkan itu hanya satu orang yang menonton premier saya, saya masih berterima kasih untuk itu:dilipat_tangan:"
"tetap tenang tetap santuy bismillah wa pasti bisa kan uda tau konsequensi nya harang siap melewatinyaa, aaa anjir gugup jua bertemu ama pt.pama persada",Positif,Tetap tenang.
"selamat tahun baru, saya harap tahun ini dimulai dengan berkah dan kebaikan, jujur ​​itu cukup menyakitkan dan melelahkan selama 2 tahun terakhir. dan untuk orang -orang yang telah saya idolakan selama 5 tahun terakhir, tetap bahagia dan terima kasih telah tetap bersama kami (bangtan & amp; tentara) sampai sekarang ♡.",Positif,"Selamat Tahun Baru, saya berharap tahun ini dimulai dengan berkat dan kebaikan, sejujurnya cukup menyakitkan dan melelahkan selama dua tahun terakhir. dan untuk orang-orang yang saya idolakan selama 5 tahun terakhir, tetap bahagia dan terima kasih untuk tinggal bersama kami (bangtan & amp; tentara) sampai sekarang."
tester tester:grinning_face_with_sweat: bikin lonsay buat sarapan besok. jadi besok pagi bisa santuy. biar khusuk nonton si rona sama vicenzo,Netral,Tester tester:grinning_face_with_sweat: membuat sarapan pagi lonsay besok. jadi besok pagi bisa menyenangkan.
"lihat perbedaan antara jogging mendengarkan musik dan tonton gulungan .. saya kehilangan 0,5 km di trek saat saya menonton gulungan..:crying_face:",Negatif,"Lihatlah perbedaan antara jogging untuk mendengarkan musik dan menonton gulungan... aku kehilangan 0,5 km di lintasan sementara aku menonton gulungan..."
"saya tahu itu terlalu banyak, tapi jujur ​​saya senang ..",Positif,"Aku tahu itu terlalu banyak, tapi jujur aku bahagia.."
kenapa si overfinking mulu capek tau gak:loudly_crying_face::loudly_crying_face:,Negatif,Why is overfinking tired of knowing:loudly_cry_face::loudly_crying_face:
"meis itu asik banget tempat nya ada pantai. ada mall tempat makan solaria, starbucks, dll bisa healing di ancol pula kalo bosen main ke dufan enak jg :rolling_on_the_floor_laughing:",Positif,"Ada sebuah mal di mana solaria, starbucks, dll. dapat menyembuhkan dalam ancol serta ketika Bosen bermain di dufan juga: bergulir_the_freak_laughing:"
"pagi ”duduk di atap rap rumah, merajut, sambil denger cicitan burung. penyembuhan murah meriah.",Positif,"Pagi duduk di atap rumah rap, merajut, mendengarkan burung-burung."
tugas mana yang paling sulit? mengontrol kawanan domba atau segerombolan manusia,Netral,Tugas apa yang paling sulit? mengendalikan kawanan domba atau sekelompok manusia.
"menarik, siapa yg akan keluar? darren atau martin? sejujurnya saya ingin melihat martin tinggal di rush green",Netral,Siapa yang akan keluar Darren atau Martin?
"soswit bgt ketika tae seriing bgt bilang ""jimin ah, saranghae"" ke jimin terus jimin butaa ""cintaku"" aghhhhhh belahan jiwa yang sebenarnya. butuh vmin dalam hidup saya untuk sahabat saya :pleading_face:",Positif,"Soswit bgt ketika tae serising bgt mengatakan ""jimin ah, nesthae"" untuk jimin disimpan jimin butia ""cinta saya"" aghhhhhh benar pasangan jiwa. itu mengambil vmin dalam hidup saya untuk teman saya: pleading_face:"
penyembuhan kecil-kecilan,Netral,Sedikit penyembuhan.
365/365terima kasih 2021 udah kasih banyak pelajaran dan puji tuhan 2021 udah terupgrade..makasih setiap orang dihidup gue yang pernah kutulis dilembar buku 2021 ini .. setiap kisah senangan senangah! apapun itu terima kasih! sampai jumpa di 2022! perjalanan baru saya telah dimulai!,Positif,365/325 Terima kasih 2021 untuk memberikan banyak pelajaran dan terima kasih Tuhan 2021 telah ditingkatkan.. terima kasih semua orang dalam hidup saya Saya telah menulis dalam buku ini 2021.. setiap cerita bahagia! apa pun itu terima kasih! sampai jumpa di 2022! perjalanan baru saya telah dimulai!
memiliki hubungan beracun dengan masalah kepercayaan saya :smiling_face_with_tear:,Negatif,memiliki koneksi beracun dengan isu kepercayaan saya:: smiling_face_with_thear:
"sama ma, aku rupa kepo mama akan berbesan dengan siapa:slightly_smiling_face:",Positif,"Sama di sini, saya terlihat seperti mama akan menjadi dengan siapa: ringan_smiling_face:"
"sebelumnya rencana raker di luar kota, ternyata batal. dan siang ini beneran fathan minta staycation tak terduga, tapi di rs. cepet sembuh nak. moga segera sehat, nggak demam lagi, bisa dan mau makans dengan lahap",Negatif,"sebelum rencana kusir keluar dari kota, itu sudah selesai. dan setelah ini benar-benar gagal dari meminta tempat tinggal yang tak terduga, tapi di RS. cepat healedson. moga baik-baik saja, tidak ada lagi demam, bisa dan ingin makan dengan baik"
"setelah banyak berbagi dg apipol, kami syimpulkan bahwa merantau adalah healing yg tepat untuc mententramkan fikiran. menjadi dewasa dan berfikir kompleks ternyata tidak enak. tapi isokei.",Positif,"Setelah berbagi banyak polisi, kami belajar bahwa melantua adalah penyembuhan yang tepat untuk mendinginkan pikiran menjadi dewasa dan berpikir kompleks buruk."
bagaimana mereka terus menemukan bahkan sekretaris pers yang bodoh? :face_with_rolling_eyes::unamused_face:,Negatif,Bagaimana mereka terus menemukan bahkan sekretaris pers bodoh?
"aku tiap hari ""hari ini gamau megang laptop, istirahat duli kan masih satit"" sementara kenyataany ooo tidak tidaaak",Negatif,"Aku biasa bergaul dengan laptopku setiap hari, tapi itu masih duduk selagi kebenaran tidak ada salahnya."
"saya akan menemukan seseorang, suatu hari nanti, yang mungkin benar -benar memperlakukan saya dengan baik, ini adalah dunia besar !!",Positif,"Aku akan menemukan seseorang, suatu hari nanti, yang mungkin benar-benar memperlakukan saya dengan baik, ini adalah dunia yang besar!!!"
"sunsetz, tidak ada yang akan menyakiti kamu sayang, naksir, manis",Positif,"Sunsetz, tidak ada yang akan menyakitimu sayang, naksir, manis"
"butuh sekitar sebulan untuk mencapai 1000k vax, dan targetnya adalah vax 180000k. jadi kita membutuhkan 180 bulan. die :loudly_crying_face::loudly_crying_face:",Negatif,"Butuh waktu sekitar sebulan untuk mencapai 1000k vax, dan target adalah vax 180000k."
"saya pernah jadi anak kek gini, jaman saya **** di denial jadinya nyari pelarian dari nafsu sks dengan mendukung fanatik beginian, supaya ""energinya dilampiaskan kesitu"", dan itu terbukti di buku orwell. gerakan fanatik membungkam seksualitas utk diserap energinya/eksploitasi.",Negatif,"Saya digunakan untuk menjadi anak ini, saya digunakan untuk mendapatkan **** di waktu saya, dan saya menemukan diri saya melarikan diri dari sks dengan mendukung fanatik ini, untuk mendapatkan "" energi di luar sana,"" dan itu ditunjukkan dalam buku orwell gerakan fanatik dibungkam seksualitasnya untuk menyerap energinya."
sistem dukungan butuh butuh buat confidence lagi :pleading_face:,Positif,sistem dukungan perlu membuat lebih percaya diri:pleading_face:
hai. barangkali temen temen twitter aku berkenan buat bantu ikuti :) seminggu kemaren fokus buat nyoba buka usaaha thrifting ini dan ya semoga lancar untak kedepanya.,Netral,Mungkin teman Twitter yang ingin aku bantu:
iya bener sih menghadapi jenius ini maksudnya memang bahkan ketika kita mau berusia kayak mana ya susah ngalahin yang emang dr sononya udah ky cha eun woo.,Netral,ya benar-benar menghadapi jenius ini ya kalau kita ada masalah betapa sulit untuk mengalahkanun woo.
"sampai semua orang divaksinasi, saya masih akan memakai topeng .. bahkan jika saya sudah mendapatkan vaksin ke -2 saya.",Netral,"Sampai semua orang divaksinasi, aku masih akan memakai topeng bahkan jika aku mendapatkan vaksin keduaku."
sempet sempetnya terlalu banyak berpikir di malam tahun baru :loudly_crying_face::loudly_crying_face:,Negatif,Sebuah tanduk terlalu banyak berpikir pada Malam Tahun Baru: loudly_cryface:: loudly_crying_face:
tapi serius alasan saya bisa bangun jam 6 pada hari minggu adalah gym atau bekerja dan ya saya ada di laptop saya pada jam 6 pagi sambil menunggu makanan anjing untuk mencairkan :smiling_face_with_tear:,Netral,Tapi serius alasan saya bangun pukul 6 adalah pada hari Minggu adalah gym atau bekerja dan ya aku di laptop saya di 06:00 sementara menunggu makanan anjing mencair: smiling_face_with_hear:
"hatiku seperti jalan raya terbuka seperti frankie berkata, ""saya melakukannya dengan cara saya"" saya hanya ingin hidup saat saya masih hidup ini hidupku :face_with_tears_of_joy:",Positif,"Hatiku seperti jalan raya terbuka seperti Frankie berkata, ""Aku melakukannya dengan caraku"" Aku hanya ingin hidup sementara aku hidup ini adalah hidup saya:"
"keduanya & amp; adalah pemimpin di bidang ramah lingkungan, satu di blockchain, & amp; satu di arena pacuan kuda. kolaborasi ini pasti akan mengarah pada kesuksesan karena lebih banyak orang mengenali apa itu tentang & amp; apa bedanya dengan blockchains lain",Netral,"Keduanya & amps; adalah pemimpin di daerah ramah lingkungan, satu di blokchain, & amp; satu di lintasan balap. Kolaborasi ini pasti akan menyebabkan sukses karena lebih banyak orang mengenali apa itu tentang &amp; apa yang berbeda dari rantai blok lainnya"
